"","NCES District ID","State District ID","nces_original_name","county","City","state","student","name"
"2141","3400085","NJ-218501","OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES","Mercer County","WEST TRENTON","NJ",393,"office of education department of children and families"
"2142","5512180","WI-4557","Prairie Farm Public School District","Barron County","Prairie Farm","WI",393,"prairie farm public school district"
"2143","2011430","KS-D0438","Skyline Schools","Pratt County","Pratt","KS",393,"skyline schools"
"2144","2012540","KS-D0338","Valley Falls","Jefferson County","Valley Falls","KS",393,"valley falls"
"2145","3631830","NY-490804020000","WYNANTSKILL UNION FREE SCHOOL DISTRICT","Rensselaer County","TROY","NY",393,"wynantskill union free school district"
"2146","5504650","WI-1855","Florence County School District","Florence County","Florence","WI",392,"florence county school district"
"2147","5605700","WY-0724000","Fremont County School District #24","Fremont County","Shoshoni","WY",392,"fremont county school district #24"
"2148","0406900","AZ-4447","Red Rock Elementary District (4447)","Pinal County","RED ROCK","AZ",392,"red rock elementary district (4447)"
"2149","2303210","ME-72","Blue Hill Public Schools","Hancock County","Blue Hill","ME",391,"blue hill public schools"
"2150","3623790","NY-572301040000","PRATTSBURGH CENTRAL SCHOOL DISTRICT","Steuben County","PRATTSBURGH","NY",391,"prattsburgh central school district"
"2151","2311610","ME-780","RSU 42/MSAD 42","Aroostook County","Mars Hill","ME",391,"rsu 42/msad 42"
"2152","4600028","SD-61001","Alcester-Hudson School District 61-1","Union County","Alcester","SD",390,"alcester-hudson school district 61-1"
"2153","0900090","CT-0030011","Ashford School District","Windham County","Ashford","CT",390,"ashford school district"
"2154","0402600","AZ-4228","Duncan Unified District (4228)","Greenlee County","DUNCAN","AZ",390,"duncan unified district (4228)"
"2155","3174220","NE-020009000","NELIGH-OAKDALE SCHOOLS","Antelope County","NELIGH","NE",390,"neligh-oakdale schools"
"2156","3622440","NY-512501040000","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT","St. Lawrence County","PARISHVILLE","NY",390,"parishville-hopkinton central school district"
"2157","5900122","BI-D35N11","Rock Point Community School","Apache County","Rock Point","AZ",389,"rock point community school"
"2158","5500035","WI-7000","Wisconsin Department of Corrections","Dane County","Madison","WI",389,"wisconsin department of corrections"
"2159","5506780","WI-2625","Hustisford School District","Dodge County","Hustisford","WI",388,"hustisford school district"
"2160","2730450","MN-010630","RED LAKE FALLS PUBLIC SCHOOL DIST.","Red Lake County","RED LAKE FALLS","MN",388,"red lake falls public school dist."
"2161","3300035","NH-203","Gorham Randolph Shelburne Coop School District","Coos County","Gorham","NH",387,"gorham randolph shelburne coop school district"
"2162","5512990","WI-4865","Rio Community School District","Columbia County","Rio","WI",387,"rio community school district"
"2163","2713380","MN-010768","HANCOCK PUBLIC SCHOOL DISTRICT","Stevens County","HANCOCK","MN",386,"hancock public school district"
"2164","5501310","WI-0490","Pecatonica Area School District","Lafayette County","Blanchardville","WI",386,"pecatonica area school district"
"2165","2005250","KS-D0284","Chase County","Chase County","Cottonwood Falls","KS",385,"chase county"
"2166","2011520","KS-D0286","Chautauqua Co Community","Chautauqua County","Sedan","KS",385,"chautauqua co community"
"2167","2713860","MN-010545","HENNING PUBLIC SCHOOL DISTRICT","Otter Tail County","HENNING","MN",385,"henning public school district"
"2168","2004830","KS-D0335","North Jackson","Jackson County","Holton","KS",385,"north jackson"
"2169","4500001","SC-5209","Dept Of Correction N04","Richland County","Columbia","SC",384,"dept of correction n04"
"2170","4678300","SD-05006","Deubrook Area School District 05-6","Brookings County","White","SD",384,"deubrook area school district 05-6"
"2171","2000023","KS-D0105","Rawlins County","Rawlins County","Atwood","KS",384,"rawlins county"
"2172","5514700","WI-5670","Suring Public School District","Oconto County","Suring","WI",384,"suring public school district"
"2173","4680100","SD-02006","Wolsey Wessington School District 02-6","Beadle County","Wolsey","SD",384,"wolsey wessington school district 02-6"
"2174","3700431","NC-79Z","Moss Street Partnership School","Rockingham County","Reidsville","NC",383,"moss street partnership school"
"2175","2723580","MN-010507","NICOLLET PUBLIC SCHOOL DISTRICT","Nicollet County","NICOLLET","MN",383,"nicollet public school district"
"2176","2923070","MO-016094","OAK RIDGE R-VI","Cape Girardeau County","OAK RIDGE","MO",383,"oak ridge r-vi"
"2177","5602830","WY-0706000","Fremont County School District # 6","Fremont County","Pavillion","WY",382,"fremont county school district # 6"
"2178","0903360","CT-1120011","Pomfret School District","Windham County","Pomfret Center","CT",382,"pomfret school district"
"2179","2922860","MO-088072","NORTHEAST RANDOLPH CO. R-IV","Randolph County","CAIRO","MO",381,"northeast randolph co. r-iv"
"2180","5501020","WI-0364","Belmont Community School District","Lafayette County","Belmont","WI",380,"belmont community school district"
"2181","2714040","MN-010671","HILLS-BEAVER CREEK SCHOOL DISTRICT","Rock County","HILLS","MN",380,"hills-beaver creek school district"
"2182","3610260","NY-470501040000","EDMESTON CENTRAL SCHOOL DISTRICT","Otsego County","EDMESTON","NY",379,"edmeston central school district"
"2183","2012330","KS-D0429","Troy Public Schools","Doniphan County","Troy","KS",379,"troy public schools"
"2184","0404410","AZ-4374","Littlefield Unified District (4374)","Mohave County","BEAVER DAM","AZ",378,"littlefield unified district (4374)"
"2185","5500240","WI-0105","Almond-Bancroft School District","Portage County","Almond","WI",377,"almond-bancroft school district"
"2186","3604757","NY-470202040000","GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT","Otsego County","GILBERTSVILLE","NY",376,"gilbertsville-mount upton central school district"
"2187","2740860","MN-010487","UPSALA PUBLIC SCHOOL DISTRICT","Morrison County","UPSALA","MN",376,"upsala public school district"
"2188","4674520","SD-60006","Viborg-Hurley School District 60-6","Turner County","Viborg","SD",376,"viborg-hurley school district 60-6"
"2189","5505730","WI-2240","Black Hawk School District","Lafayette County","South Wayne","WI",375,"black hawk school district"
"2190","3608100","NY-510501040000","COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT","St. Lawrence County","COLTON","NY",375,"colton-pierrepont central school district"
"2191","2010080","KS-D0294","Oberlin","Decatur County","Oberlin","KS",375,"oberlin"
"2192","2700388","MN-012907","ROUND LAKE-BREWSTER PUBLIC SCHOOLS","Nobles County","BREWSTER","MN",374,"round lake-brewster public schools"
"2193","2733300","MN-010297","SPRING GROVE SCHOOL DISTRICT","Houston County","SPRING GROVE","MN",374,"spring grove school district"
"2194","2000028","KS-D0108","Washington Co. Schools","Washington County","Washington","KS",374,"washington co. schools"
"2195","4629880","SD-26004","Gregory School District 26-4","Gregory County","Gregory","SD",373,"gregory school district 26-4"
"2196","5900054","BI-D60F02","JKL Bahweting Anishnabe School","Chippewa County","Sault Ste. Marie","MI",373,"jkl bahweting anishnabe school"
"2197","2702720","MN-010500","SOUTHLAND PUBLIC SCHOOL DISTRICT","Mower County","ADAMS","MN",373,"southland public school district"
"2198","2742330","MN-010803","WHEATON AREA PUBLIC SCHOOL DISTRICT","Traverse County","WHEATON","MN",372,"wheaton area public school district"
"2199","0802040","CO-3030","Akron School District No. R-1","Washington County","AKRON","CO",371,"akron school district no. r-1"
"2200","0503840","AR-3301000","CALICO ROCK SCHOOL DISTRICT","Izard County","CALICO ROCK","AR",371,"calico rock school district"
"2201","4221180","PA-108567204","Shade-Central City SD","Somerset County","Cairnbrook","PA",370,"shade-central city sd"
"2202","2928360","MO-097130","SLATER","Saline County","SLATER","MO",370,"slater"
"2203","0500041","AR-7509000","WESTERN YELL CO. SCHOOL DIST.","Yell County","HAVANA","AR",370,"western yell co. school dist."
"2204","0900240","CT-0080011","Bethany School District","New Haven County","Bethany","CT",369,"bethany school district"
"2205","2712480","MN-010505","FULDA PUBLIC SCHOOL DISTRICT","Murray County","FULDA","MN",369,"fulda public school district"
"2206","3619350","NY-471101040000","MILFORD CENTRAL SCHOOL DISTRICT","Otsego County","MILFORD","NY",369,"milford central school district"
"2207","2744190","MN-010100","WRENSHALL PUBLIC SCHOOL DISTRICT","Carlton County","WRENSHALL","MN",369,"wrenshall public school district"
"2208","2912900","MO-045078","GLASGOW","Howard County","GLASGOW","MO",368,"glasgow"
"2209","1602310","ID-418","MURTAUGH JOINT DISTRICT","Twin Falls County","MURTAUGH","ID",368,"murtaugh joint district"
"2210","0803180","CO-3010","Cripple Creek-Victor School District No. Re-1","Teller County","CRIPPLE CREEK","CO",367,"cripple creek-victor school district no. re-1"
"2211","0407530","AZ-4454","Santa Cruz Valley Union High School District (4454)","Pinal County","ELOY","AZ",367,"santa cruz valley union high school district (4454)"
"2212","5301830","WA-05313","Crescent School District","Clallam County","JOYCE","WA",366,"crescent school district"
"2213","5512210","WI-4571","Prentice School District","Price County","Prentice","WI",366,"prentice school district"
"2214","2931620","MO-070092","WELLSVILLE MIDDLETOWN R-I","Montgomery County","WELLSVILLE","MO",366,"wellsville middletown r-i"
"2215","0804650","CO-1600","Hoehne Reorganized School District No. 3","Las Animas County","HOEHNE","CO",365,"hoehne reorganized school district no. 3"
"2216","1803330","IN-5910","Eminence Community School Corp","Morgan County","Eminence","IN",364,"eminence community school corp"
"2217","0509510","AR-5404000","MARVELL SCHOOL DISTRICT","Phillips County","MARVELL","AR",364,"marvell school district"
"2218","2922500","MO-112099","NIANGUA R-V","Webster County","NIANGUA","MO",364,"niangua r-v"
"2219","5900034","BI-D08B02","Sequoyah High School","Cherokee County","Tahlequah","OK",364,"sequoyah high school"
"2220","5502070","WI-0882","Cambria-Friesland School District","Columbia County","Cambria","WI",363,"cambria-friesland school district"
"2221","2918510","MO-006101","LIBERAL R-II","Barton County","LIBERAL","MO",363,"liberal r-ii"
"2222","3618510","NY-121401040000","MARGARETVILLE CENTRAL SCHOOL DISTRICT","Delaware County","MARGARETVILLE","NY",363,"margaretville central school district"
"2223","0200485","AK-30","Lake and Peninsula Borough School District","Bristol Bay Borough","King Salmon","AK",361,"lake and peninsula borough school district"
"2224","0503420","AR-0506000","LEAD HILL SCHOOL DISTRICT","Boone County","LEAD HILL","AR",361,"lead hill school district"
"2225","2010740","KS-D0270","Plainville","Rooks County","Plainville","KS",361,"plainville"
"2226","2931460","MO-043003","WEAUBLEAU R-III","Hickory County","WEAUBLEAU","MO",361,"weaubleau r-iii"
"2227","3608850","NY-250301040000","DERUYTER CENTRAL SCHOOL DISTRICT","Madison County","DERUYTER","NY",360,"deruyter central school district"
"2228","5000438","VT-U094","Orleans Southwest Union Elementary School District #94","Caledonia County","Hardwick","VT",360,"orleans southwest union elementary school district #94"
"2229","0903600","CT-2010012","Regional School District 01","Litchfield County","Falls Village","CT",360,"regional school district 01"
"2230","0904350","CT-1360011","Sterling School District","Windham County","Sterling","CT",360,"sterling school district"
"2231","4624030","SD-24004","Faulkton Area Schools 24-4","Faulk County","Faulkton","SD",359,"faulkton area schools 24-4"
"2232","4209870","PA-111292304","Forbes Road SD","Fulton County","Waterfall","PA",359,"forbes road sd"
"2233","0804110","CO-2540","Fowler School District No. R4J","Otero County","FOWLER","CO",359,"fowler school district no. r4j"
"2234","4600025","SD-48003","Howard School District 48-3","Miner County","Howard","SD",359,"howard school district 48-3"
"2235","3615060","NY-190901040000","HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT","Greene County","TANNERSVILLE","NY",359,"hunter-tannersville central school district"
"2236","0502670","AR-7401000","AUGUSTA SCHOOL DISTRICT","Woodruff County","AUGUSTA","AR",358,"augusta school district"
"2237","5505970","WI-2394","Greenwood School District","Clark County","Greenwood","WI",358,"greenwood school district"
"2238","1701425","IL-19-022-8030-60","School Assn For Special Educ","DuPage County","Lisle","IL",358,"school assn for special educ"
"2239","2010770","KS-D0344","Pleasanton","Linn County","Pleasanton","KS",357,"pleasanton"
"2240","5306780","WA-12110","Pomeroy School District","Garfield County","POMEROY","WA",357,"pomeroy school district"
"2241","3627330","NY-121702040000","SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT","Delaware County","SOUTH KORTRIGHT","NY",357,"south kortright central school district"
"2242","0513560","AR-2503000","VIOLA SCHOOL DISTRICT","Fulton County","VIOLA","AR",357,"viola school district"
"2243","3301380","NH-009","Allenstown School District","Merrimack County","Pembroke","NH",356,"allenstown school district"
"2244","3613770","NY-230301040000","HARRISVILLE CENTRAL SCHOOL DISTRICT","Lewis County","HARRISVILLE","NY",356,"harrisville central school district"
"2245","2926310","MO-007124","RICH HILL R-IV","Bates County","Rich Hill","MO",356,"rich hill r-iv"
"2246","1800107","IN-4915","Tri-Township Cons School Corp","LaPorte County","Wanatah","IN",356,"tri-township cons school corp"
"2247","3604350","NY-020801040000","BELFAST CENTRAL SCHOOL DISTRICT","Allegany County","BELFAST","NY",355,"belfast central school district"
"2248","2717910","MN-010229","LANESBORO PUBLIC SCHOOL DISTRICT","Fillmore County","LANESBORO","MN",355,"lanesboro public school district"
"2249","2922950","MO-114112","NORWOOD R-I","Wright County","NORWOOD","MO",355,"norwood r-i"
"2250","3502550","NM-035","TATUM MUNICIPAL SCHOOLS","Lea County","TATUM","NM",355,"tatum municipal schools"
"2251","2911730","MO-084002","FAIR PLAY R-II","Polk County","FAIR PLAY","MO",354,"fair play r-ii"
"2252","0507140","AR-2304000","GUY-PERKINS SCHOOL DISTRICT","Faulkner County","GUY","AR",354,"guy-perkins school district"
"2253","0806210","CO-2590","Ridgway School District No. R-2 of the county of Ouray a","Ouray County","RIDGWAY","CO",354,"ridgway school district no. r-2 of the county of ouray a"
"2254","2200315","LA-WA7","RSD-Capitol Education Foundation","East Baton Rouge Parish","Baton Rouge","LA",354,"rsd-capitol education foundation"
"2255","0806450","CO-2750","Sargent School District No. Re-33J","Rio Grande County","MONTE VISTA","CO",354,"sargent school district no. re-33j"
"2256","1739480","IL-17-053-006J-26","Tri Point CUSD 6-J","Ford County","Kempton","IL",354,"tri point cusd 6-j"
"2257","2012390","KS-D0463","Udall","Cowley County","Udall","KS",354,"udall"
"2258","0806390","CO-0560","Sanford School District No. 6 in the county of Conejos and","Conejos County","SANFORD","CO",353,"sanford school district no. 6 in the county of conejos and"
"2259","2004440","KS-D0419","Canton-Galva","McPherson County","Canton","KS",352,"canton-galva"
"2260","3617880","NY-221301040000","LYME CENTRAL SCHOOL DISTRICT","Jefferson County","CHAUMONT","NY",352,"lyme central school district"
"2261","2314806","ME-1500","RSU 50","Aroostook County","Dyer Brook","ME",352,"rsu 50"
"2262","2011910","KS-D0350","St John-Hudson","Stafford County","St. John","KS",352,"st john-hudson"
"2263","3631740","NY-472506040000","WORCESTER CENTRAL SCHOOL DISTRICT","Otsego County","WORCESTER","NY",352,"worcester central school district"
"2264","2012060","KS-D0271","Stockton","Rooks County","Stockton","KS",351,"stockton"
"2265","600003","CA-0131617","California School for the Deaf-Fremont (State Special Schl)","Alameda County","Fremont","CA",350,"california school for the deaf-fremont (state special schl)"
"2266","3611640","NY-021601040000","FRIENDSHIP CENTRAL SCHOOL DISTRICT","Allegany County","FRIENDSHIP","NY",350,"friendship central school district"
"2267","2915510","MO-047065","IRON CO. C-4","Iron County","VIBURNUM","MO",350,"iron co. c-4"
"2268","2923130","MO-100065","ORAN R-III","Scott County","ORAN","MO",350,"oran r-iii"
"2269","0512420","AR-7104000","SHIRLEY SCHOOL DISTRICT","Van Buren County","SHIRLEY","AR",350,"shirley school district"
"2270","5900128","BI-D33N16","Shonto Preparatory School","Navajo County","Shonto","AZ",350,"shonto preparatory school"
"2271","2011760","KS-D0393","Solomon","Dickinson County","Solomon","KS",350,"solomon"
"2272","0505170","AR-0901000","DERMOTT SCHOOL DISTRICT","Chicot County","DERMOTT","AR",349,"dermott school district"
"2273","5503810","WI-1491","Drummond Area School District","Bayfield County","Drummond","WI",349,"drummond area school district"
"2274","3200180","NV-06","EUREKA COUNTY SCHOOL DISTRICT","Eureka County","EUREKA","NV",349,"eureka county school district"
"2275","2915300","MO-084004","HUMANSVILLE R-IV","Polk County","HUMANSVILLE","MO",349,"humansville r-iv"
"2276","2922710","MO-002089","NORTH ANDREW CO. R-VI","Andrew County","ROSENDALE","MO",348,"north andrew co. r-vi"
"2277","3800048","ND-45034","RICHARDTON-TAYLOR 34","Stark County","Richardton","ND",348,"richardton-taylor 34"
"2278","2000029","KS-D0107","Rock Hills","Jewell County","Mankato","KS",348,"rock hills"
"2279","2717940","MN-010306","Laporte Public School District","Hubbard County","LAPORTE","MN",347,"laporte public school district"
"2280","2011820","KS-D0381","Spearville","Ford County","Spearville","KS",347,"spearville"
"2281","2929820","MO-050009","SUNRISE R-IX","Jefferson County","DESOTO","MO",347,"sunrise r-ix"
"2282","691063","CA-0810082","Del Norte County Office of Education","Del Norte County","Crescent City","CA",346,"del norte county office of education"
"2283","2926790","MO-003032","ROCK PORT R-II","Atchison County","Rock Port","MO",346,"rock port r-ii"
"2284","2005040","KS-D0300","Comanche County","Comanche County","Coldwater","KS",345,"comanche county"
"2285","0804560","CO-2630","Haxtun School District No. Re-2J","Phillips County","HAXTUN","CO",345,"haxtun school district no. re-2j"
"2286","2003210","KS-D0251","North Lyon County","Lyon County","Americus","KS",345,"north lyon county"
"2287","2925590","MO-065098","PRINCETON R-V","Mercer County","PRINCETON","MO",345,"princeton r-v"
"2288","2615600","MI-49055","Engadine Consolidated Schools","Mackinac County","ENGADINE","MI",344,"engadine consolidated schools"
"2289","3304290","NH-306","Lisbon Regional School District","Grafton County","Littleton","NH",344,"lisbon regional school district"
"2290","2918360","MO-051156","LEETON R-X","Johnson County","LEETON","MO",343,"leeton r-x"
"2291","3501590","NM-051","LOGAN MUNICIPAL SCHOOLS","Quay County","LOGAN","NM",343,"logan municipal schools"
"2292","3305400","NH-407","Northumberland School District","Coos County","Groveton","NH",343,"northumberland school district"
"2293","3603060","NY-470901040000","SCHENEVUS CENTRAL SCHOOL DISTRICT","Otsego County","SCHENEVUS","NY",343,"schenevus central school district"
"2294","2929940","MO-003031","TARKIO R-I","Atchison County","TARKIO","MO",343,"tarkio r-i"
"2295","4104410","OR-00000000002229","Dufur SD 29","Wasco County","Dufur","OR",342,"dufur sd 29"
"2296","3305370","NH-405","North Hampton School District","Rockingham County","Hampton","NH",342,"north hampton school district"
"2297","5900025","BI-D11A10","Turtle Mountain Middle School","Rolette County","Belcourt","ND",342,"turtle mountain middle school"
"2298","2000348","KS-D0111","Doniphan West Schools","Doniphan County","Highland","KS",341,"doniphan west schools"
"2299","3619890","NY-512101040000","MORRISTOWN CENTRAL SCHOOL DISTRICT","St. Lawrence County","MORRISTOWN","NY",341,"morristown central school district"
"2300","3626190","NY-022401040000","SCIO CENTRAL SCHOOL DISTRICT","Allegany County","SCIO","NY",341,"scio central school district"
"2301","4620100","SD-20001","Eagle Butte School District 20-1","Ziebach County","Eagle Butte","SD",340,"eagle butte school district 20-1"
"2302","4210530","PA-109532804","Galeton Area SD","Potter County","Galeton","PA",340,"galeton area sd"
"2303","4677460","SD-36002","Wessington Springs School District 36-2","Jerauld County","Wessington Springs","SD",340,"wessington springs school district 36-2"
"2304","3003840","MT-0331","Bigfork H S","Flathead County","Bigfork","MT",339,"bigfork h s"
"2305","1601410","ID-415","HANSEN DISTRICT","Twin Falls County","HANSEN","ID",339,"hansen district"
"2306","2916920","MO-080118","LA MONTE R-IV","Pettis County","LA MONTE","MO",339,"la monte r-iv"
"2307","5513830","WI-5362","Shullsburg School District","Lafayette County","Shullsburg","WI",339,"shullsburg school district"
"2308","2738280","MN-010486","SWANVILLE PUBLIC SCHOOL DISTRICT","Morrison County","SWANVILLE","MN",339,"swanville public school district"
"2309","5500120","WI-0063","Albany School District","Green County","Albany","WI",338,"albany school district"
"2310","0401080","AZ-4481","Beaver Creek Elementary District (4481)","Yavapai County","RIMROCK","AZ",338,"beaver creek elementary district (4481)"
"2311","2302730","ME-38","Baileyville Public Schools","Washington County","Baileyville","ME",337,"baileyville public schools"
"2312","2302850","ME-53","Bar Harbor Public Schools","Hancock County","Mount Desert","ME",337,"bar harbor public schools"
"2313","600007","CA-3331625","CA Sch for the Deaf-Riverside (State Special Schl)","Riverside County","Riverside","CA",337,"ca sch for the deaf-riverside (state special schl)"
"2314","5900164","BI-D02P02","Chemawa Indian School","Marion County","Salem","OR",337,"chemawa indian school"
"2315","3302400","NH-105","Colebrook School District","Coos County","Colebrook","NH",337,"colebrook school district"
"2316","0200060","AK-12","Cordova City School District","Valdez-Cordova Census Area","Cordova","AK",336,"cordova city school district"
"2317","2626940","MI-31100","Dollar Bay-Tamarack City Area K-12 School","Houghton County","Dollar Bay","MI",336,"dollar bay-tamarack city area k-12 school"
"2318","2008100","KS-D0347","Kinsley-Offerle","Edwards County","Kinsley","KS",336,"kinsley-offerle"
"2319","0806600","CO-0940","Big Sandy School District No. 100J","Elbert County","SIMLA","CO",335,"big sandy school district no. 100j"
"2320","2709690","MN-010095","CROMWELL-WRIGHT PUBLIC SCHOOLS","Carlton County","CROMWELL","MN",335,"cromwell-wright public schools"
"2321","3022800","MT-1200","Ronan H S","Lake County","Ronan","MT",335,"ronan h s"
"2322","1701433","IL-54-092-8000-80","B H R A Cooperative HS","Vermilion County","Bismarck","IL",334,"b h r a cooperative hs"
"2323","1600690","ID-417","CASTLEFORD DISTRICT","Twin Falls County","CASTLEFORD","ID",334,"castleford district"
"2324","2916590","MO-038044","KING CITY R-I","Gentry County","KING CITY","MO",334,"king city r-i"
"2325","5900177","BI-D34N23","T'iis Ts'ozi Bi'Olta'","McKinley County","Crownpoint","NM",334,"t'iis ts'ozi bi'olta'"
"2326","5517130","WI-6713","Wonewoc-Union Center School District","Juneau County","Wonewoc","WI",334,"wonewoc-union center school district"
"2327","2004950","KS-D0224","Clifton-Clyde","Cloud County","Clyde","KS",333,"clifton-clyde"
"2328","3008340","MT-0207","Dawson H S","Dawson County","Glendive","MT",333,"dawson h s"
"2329","5509900","WI-3696","Monticello School District","Green County","Monticello","WI",333,"monticello school district"
"2330","4655710","SD-01001","Plankinton School District 01-1","Aurora County","Plankinton","SD",333,"plankinton school district 01-1"
"2331","1300254","GA-799","State Schools","Fulton County","Atlanta","GA",333,"state schools"
"2332","5509390","WI-3542","Stone Bank School District","Waukesha County","Oconomowoc","WI",333,"stone bank school district"
"2333","5900161","BI-D35N21","Many Farms High School","Apache County","Many Farms","AZ",332,"many farms high school"
"2334","2010170","KS-D0322","Onaga-Havensville-Wheaton","Pottawatomie County","Onaga","KS",332,"onaga-havensville-wheaton"
"2335","2916950","MO-061154","LA PLATA R-II","Macon County","LA PLATA","MO",331,"la plata r-ii"
"2336","5512090","WI-4529","Potosi School District","Grant County","Potosi","WI",331,"potosi school district"
"2337","5512300","WI-4606","Princeton School District","Green Lake County","Princeton","WI",331,"princeton school district"
"2338","0408230","AZ-4440","Superior Unified School District (4440)","Pinal County","SUPERIOR","AZ",331,"superior unified school district (4440)"
"2339","0901500","CT-0500011","Essex School District","Middlesex County","Deep River","CT",330,"essex school district"
"2340","5500075","WI-2525","Herman-Neosho-Rubicon School District","Dodge County","Neosho","WI",330,"herman-neosho-rubicon school district"
"2341","4638220","SD-07002","Kimball School District 07-2","Brule County","Kimball","SD",330,"kimball school district 07-2"
"2342","2304860","ME-1661","Dayton Public Schools","York County","Biddeford","ME",329,"dayton public schools"
"2343","3501770","NM-075","MAGDALENA MUNICIPAL SCHOOLS","Socorro County","MAGDALENA","NM",329,"magdalena municipal schools"
"2344","4621420","SD-30003","Bridgewater-Emery 30-3","McCook County","Bridgewater","SD",328,"bridgewater-emery 30-3"
"2345","2304895","ME-1049","Deer Isle-Stonington CSD","Hancock County","Deer Isle","ME",328,"deer isle-stonington csd"
"2346","1738490","IL-26-029-0020-26","V I T CUSD 2","Fulton County","Table Grove","IL",328,"v i t cusd 2"
"2347","5502580","WI-1120","Clayton School District","Polk County","Clayton","WI",327,"clayton school district"
"2348","2919380","MO-015004","MACKS CREEK R-V","Camden County","MACKS CREEK","MO",327,"macks creek r-v"
"2349","691111","CA-3810389","San Francisco County Office of Education","San Francisco County","San Francisco","CA",327,"san francisco county office of education"
"2350","2903120","MO-093120","APPLETON CITY R-II","St. Clair County","APPLETON CITY","MO",326,"appleton city r-ii"
"2351","1600180","ID-072","BASIN SCHOOL DISTRICT","Boise County","IDAHO CITY","ID",326,"basin school district"
"2352","620760","CA-1663966","Lakeside Union Elementary","Kings County","Hanford","CA",326,"lakeside union elementary"
"2353","4625500","SD-33001","Freeman School District 33-1","Hutchinson County","Freeman","SD",325,"freeman school district 33-1"
"2354","5509300","WI-3514","North Lake School District","Waukesha County","North Lake","WI",325,"north lake school district"
"2355","0805910","CO-2780","South Routt School District No. Re 3","Routt County","OAK CREEK","CO",325,"south routt school district no. re 3"
"2356","2004470","KS-D0272","Waconda","Mitchell County","Cawker City","KS",325,"waconda"
"2357","2010290","KS-D0392","Osborne County","Osborne County","Osborne","KS",324,"osborne county"
"2358","2010920","KS-D0311","Pretty Prairie","Reno County","Pretty Prairie","KS",324,"pretty prairie"
"2359","3023900","MT-0910","Shelby Elem","Toole County","Shelby","MT",324,"shelby elem"
"2360","5900046","BI-D34N27","Alamo Navajo Community School","Socorro County","Alamo","NM",323,"alamo navajo community school"
"2361","2910590","MO-011079","BUCHANAN CO. R-IV","Buchanan County","DEKALB","MO",323,"buchanan co. r-iv"
"2362","1600720","ID-181","CHALLIS JOINT DISTRICT","Custer County","CHALLIS","ID",322,"challis joint district"
"2363","4626490","SD-63001","Gayville-Volin School District 63-1","Yankton County","Gayville","SD",322,"gayville-volin school district 63-1"
"2364","2718270","MN-010362","LITTLEFORK-BIG FALLS SCHOOL DIST.","Koochiching County","LITTLEFORK","MN",322,"littlefork-big falls school dist."
"2365","2004230","KS-D0462","Central","Cowley County","Burden","KS",321,"central"
"2366","3622100","NY-081401040000","GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT","Chenango County","SOUTH OTSELIC","NY",321,"georgetown-south otselic central school district"
"2367","3613560","NY-120906040000","HANCOCK CENTRAL SCHOOL DISTRICT","Delaware County","HANCOCK","NY",321,"hancock central school district"
"2368","2010950","KS-D0293","Quinter Public Schools","Gove County","Quinter","KS",321,"quinter public schools"
"2369","0806840","CO-2570","Swink School District No. 33 in the county of Otero and St","Otero County","SWINK","CO",321,"swink school district no. 33 in the county of otero and st"
"2370","3631590","NY-191401040000","WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT","Greene County","WINDHAM","NY",321,"windham-ashland-jewett central school district"
"2371","0200520","AK-21","Iditarod Area School District","Yukon-Koyukuk Census Area","McGrath","AK",320,"iditarod area school district"
"2372","2308250","ME-296","Milford Public Schools","Penobscot County","Milford","ME",320,"milford public schools"
"2373","5509720","WI-3654","Northwood School District","Washburn County","Minong","WI",319,"northwood school district"
"2374","1601200","ID-282","GENESEE JOINT DISTRICT","Latah County","GENESEE","ID",318,"genesee joint district"
"2375","4630490","SD-27001","Haakon School District 27-1","Haakon County","Philip","SD",318,"haakon school district 27-1"
"2376","3615870","NY-630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","Warren County","NORTH CREEK","NY",318,"johnsburg central school district"
"2377","3608610","NY-150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT","Essex County","CROWN POINT","NY",317,"crown point central school district"
"2378","1601380","ID-233","HAGERMAN JOINT DISTRICT","Gooding County","HAGERMAN","ID",317,"hagerman joint district"
"2379","3612120","NY-540801040000","GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT","Schoharie County","GILBOA","NY",316,"gilboa-conesville central school district"
"2380","4611280","SD-28001","Castlewood School District 28-1","Hamlin County","Castlewood","SD",315,"castlewood school district 28-1"
"2381","2910020","MO-004106","COMMUNITY R-VI","Audrain County","LADDONIA","MO",315,"community r-vi"
"2382","5504350","WI-1666","Elmwood School District","Pierce County","Elmwood","WI",315,"elmwood school district"
"2383","2713930","MN-010330","HERON LAKE-OKABENA SCHOOL DISTRICT","Jackson County","OKABENA","MN",315,"heron lake-okabena school district"
