state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
OH,Antwerp,36206300100000,98192,2020,General Purpose,0,0,0,0,1218821,49206,0,0,0,0,0,884222,399388,0,1062900,369915,1976595,0,0,0,2346510,FALSE
OH,Oakwood,36206300800000,98372,2020,General Purpose,0,1820000,0,0,725729,0,0,0,0,0,0,163448,374600,0,353385,22204,869229,0,0,0,891433,FALSE
OH,Lexington,36207000300000,98312,2020,General Purpose,0,0,0,0,4331459,0,0,0,0,0,0,1261353,0,0,3601964,5538,4857779,0,0,0,4863317,FALSE
OH,Minerva,36207601500000,98340,2020,General Purpose,0,0,0,0,1016382,0,0,0,0,0,0,1325660,968354,0,3511161,1501149,4304026,0,0,0,5805175,FALSE
OH,Holiday,36208630000000,125289,2020,General Purpose,0,95000,0,0,8779,1680000,0,0,0,0,0,7481907,27120,0,510054,-142990,8162071,0,0,0,8019081,FALSE
OH,Lebanon,36208300500000,83508,2020,General Purpose,60439501,26589431,4385780,0,302000,0,19287215,138168,7631418,0,2230092,48246156,3098784,1871007,20553712,5973744,67795915,31304600,303751,0,73769659,FALSE
OH,Zaleski,36208200400000,98458,2020,General Purpose,725647,0,0,0,725647,0,0,0,0,0,0,139891,93511,0,64370,99808,197964,0,0,0,297772,FALSE
OH,Marshallville,36208500800000,98328,2020,General Purpose,0,82100,0,0,356107,60000,0,0,0,0,0,1207824,129002,0,189203,114001,1412028,0,0,0,1526029,FALSE
OK,Canadian County,37100900900000,125407,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62631964,2052409,60579555,0,0,0,62631964,FALSE
OK,Alfalfa County,37100200200000,125401,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8979335,-1914211,10893546,0,0,0,8979335,FALSE
OK,Cotton County,37101701700000,125414,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,4628477,-158791,4809768,0,0,0,4650977,FALSE
OK,Beaver County,37100400400000,125403,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510780,-833725,9344505,0,0,0,8510780,FALSE
OK,Carter County,37101001000000,125408,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310570,-150926,33461496,0,0,0,33310570,FALSE
OK,Atoka County,37100300300000,125402,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678367,-18504,9696871,0,0,0,9678367,FALSE
OK,Cherokee County,37101101100000,125409,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253678,1703784,18549894,0,0,0,20253678,FALSE
OK,Harmon County,37102902900000,125422,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424206,628358,2795848,0,0,0,3424206,FALSE
OK,Jefferson County,37103403400000,125426,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134383,-49643,1184026,0,0,0,1134383,FALSE
OK,Major County,37104704700000,125438,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901298,-468592,10369890,0,0,0,9901298,FALSE
OK,Greer County,37102802800000,125421,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612229,170061,3442168,0,0,0,3612229,FALSE
OK,Seminole County,37106706700000,125456,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952178,-486810,11438988,0,0,0,10952178,FALSE
OK,Murray County,37105005000000,125441,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821706,-64224,8885930,0,0,0,8821706,FALSE
OK,Okeene,37200600600000,125496,2020,General Purpose,2418172,2035000,188725,0,0,50932,143515,46619,0,0,0,3048298,62998,0,637797,431982,3317111,0,0,0,3749093,FALSE
OK,Kiowa County,37103803800000,125430,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361289,115735,6245554,0,0,0,6361289,FALSE
OK,Latimer County,37103903900000,125431,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8658826,-32499,8691325,0,0,0,8658826,FALSE
OK,Keyes,37201300200000,125543,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,306022,0,0,228444,87018,447448,0,0,0,534466,FALSE
OK,Burlington,37200200300000,125469,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,419767,0,0,1919,23699,397987,0,0,0,421686,FALSE
OK,Boswell,37201200100000,125538,2020,General Purpose,678252,617000,53585,0,0,7668,0,0,0,0,0,470566,44442,108995,294833,126337,792499,0,0,0,918836,FALSE
OK,Hulbert,37201170100000,125537,2020,General Purpose,2492086,0,276802,0,0,1993892,221392,0,0,0,0,2024046,19642,0,329168,177530,2195326,0,0,0,2372856,FALSE
OK,Fort Cobb,37200800900000,125518,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904875,384171,520704,0,0,0,904875,FALSE
OK,Stephens County,37106906900000,125458,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23643832,-910467,24554299,0,0,0,23643832,FALSE
GA,Housing Authority of the City of Griffin,NA,70878,2020,Special District,1920043,0,47954,0,1500000,365594,0,0,0,0,6495,0,0,0,0,0,0,2069699,5316730,32816,7386429,FALSE
OK,Boise,37201300100000,125542,2020,General Purpose,3582100,0,38909,0,0,3543191,0,0,0,0,0,1133459,17372,41731,889749,474310,1608001,0,0,0,2082311,FALSE
OK,Kremlin,37202401000000,125608,2020,General Purpose,53175,0,0,0,0,46600,0,0,0,0,0,121840,0,0,90738,-136985,349563,0,0,0,212578,FALSE
OK,Lindsay,37202500200000,125614,2020,General Purpose,4483484,0,769069,1334443,0,399451,1475546,542748,111339,0,162001,5449119,420940,70530,3569770,444429,9065930,4885473,53037,0,9510359,FALSE
MI,Onaway,23207100200000,80088,2020,General Purpose,2687466,2472000,28129,0,0,0,160342,0,0,0,17495,536910,272171,0,551910,-173116,1534107,0,0,0,1360991,FALSE
MI,Negaunee,23205200300000,79946,2020,General Purpose,24918108,5554000,1016159,466781,0,0,7012607,0,10711605,0,156956,6654511,1776041,444873,3364799,2153424,10086800,0,0,0,12240224,FALSE
MI,Petersburg,23205800600000,80241,2020,General Purpose,1012512,815000,150968,17600,0,0,28944,0,0,0,0,614458,179533,0,791552,296432,1289111,199217,79473,0,1585543,FALSE
MI,Posen,23207100300000,97675,2020,General Purpose,373334,368000,5334,0,0,0,0,0,0,0,0,48945,0,0,119839,-2432,171216,0,0,0,168784,FALSE
OK,Fairmont,37202400600000,125604,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,65016,10268,13299,16904,-4319,109806,65504,39,0,105487,FALSE
OK,Welch,37201800400000,125569,2020,General Purpose,472930,0,120933,34419,0,303526,0,0,0,0,0,360377,6392,43954,202722,43026,570419,0,0,0,613445,FALSE
OK,Weatherford,37202000600000,125582,2020,General Purpose,25122999,23595000,316270,530356,0,0,0,0,0,0,681373,6808083,254050,3563940,11430140,2891791,19164422,0,0,0,22056213,FALSE
OK,Tuttle,37202600500000,125626,2020,General Purpose,24409663,2000000,676279,0,0,19148923,2093145,0,0,0,154126,6757010,1278028,1520340,3921832,2478461,10998749,3794607,115010,344606,13477210,FALSE
OK,Spiro,37204000900000,125720,2020,General Purpose,1999937,0,7225,0,0,1992712,0,0,0,0,0,2629256,158068,0,770069,306964,3250429,2582344,21582,0,3557393,FALSE
OK,Roosevelt,37203800700000,125708,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340524,64238,276286,0,0,0,340524,FALSE
OK,Lamar,37203200500000,125660,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,58360,14206,89154,0,0,0,103360,FALSE
OK,Wellston,37204101200000,125740,2020,General Purpose,634374,0,29475,0,0,604899,0,0,0,0,0,513292,39671,0,622023,69749,1105237,37220183,206928,0,37427111,FALSE
OK,Wetumka,37203200700000,125662,2020,General Purpose,1249213,0,60208,0,0,1189005,0,0,0,0,0,1520158,0,0,583780,-245717,2349655,0,0,0,2103938,FALSE
OK,Thackerville,37204350100000,125752,2020,General Purpose,5757,0,5757,0,0,0,0,0,0,0,0,63958,6500,0,116815,-8480,195753,0,0,0,187273,FALSE
OK,Arkoma,37204000100000,125712,2020,General Purpose,2977090,0,87429,31643,0,2869730,0,0,0,0,0,982688,4642,0,248781,-280961,1517072,0,0,0,1236111,FALSE
OK,Granite,37202800200000,125643,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,14291,0,0,650874,-341,665506,0,0,0,665165,FALSE
OK,Taft,37205100900000,125806,2020,General Purpose,194575,0,23223,0,0,171351,0,0,0,0,0,79112,8897,0,116543,14674,189878,0,0,0,204552,FALSE
OK,Kingston,37204800100000,125780,2020,General Purpose,333155,0,71452,33369,0,203832,0,0,0,0,24504,984884,50442,0,1032074,51067,2016333,68931346,8245300,0,77176646,FALSE
OK,Dewar,37205600300000,125847,2020,General Purpose,53257,0,53257,0,0,0,0,0,0,0,0,436859,91075,314886,335512,36269,1142063,420971,239,184888,1178332,FALSE
OK,Cameron,37204000300000,125714,2020,General Purpose,612048,0,14615,0,0,597433,0,0,0,0,0,93384,0,16993,78655,-55910,244942,0,0,0,189032,FALSE
OK,Salina,37204900700000,125788,2020,General Purpose,2427315,0,126555,25426,0,2217007,20502,0,0,0,0,900575,22004,9670,878829,-13388,1824466,0,0,0,1811078,FALSE
OK,Ryan,37203400400000,125679,2020,General Purpose,95373,0,46981,0,0,48391,0,0,0,0,0,1004767,4652,103850,158360,77687,1193941,102815906,10404713,0,113220619,FALSE
OK,Fort Gibson,37205100400000,125802,2020,General Purpose,9700665,0,192273,0,0,8500490,626754,0,0,0,60781,3783442,41557,837177,2425928,1319618,5768486,0,0,0,7088104,FALSE
OK,Dustin,37203200200000,125657,2020,General Purpose,24063,0,24063,0,0,0,0,0,0,0,0,180911,0,67000,116121,197591,166441,0,0,0,364032,FALSE
OK,Newkirk,37203600600000,125695,2020,General Purpose,2432669,0,107669,0,0,2325000,0,0,0,0,0,3655590,0,0,824209,-330679,4810478,0,0,0,4479799,FALSE
OK,Indianola,37206100700000,125897,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37026,11020,26006,0,0,0,37026,FALSE
OK,Wapanucka,37203500700000,125690,2020,General Purpose,17140,0,0,0,0,0,0,0,0,0,0,126131,0,0,98863,15524,209470,0,0,0,224994,FALSE
OK,Hammon,37206500200000,125928,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442826,-44246,487072,0,0,0,442826,FALSE
OK,Hartshorne,37206100600000,125896,2020,General Purpose,3021136,0,59213,87751,0,2874172,0,0,0,0,0,1341451,12758,0,764216,110082,2008343,0,0,0,2118425,FALSE
OK,Carney,37204100200000,125730,2020,General Purpose,145838,0,32151,16230,0,97457,0,0,0,0,0,382969,711,78852,296291,175064,583759,0,0,0,758823,FALSE
OK,Haskell,37205100500000,125803,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,188811,126054,0,1043998,323106,1035757,0,0,0,1358863,FALSE
OK,Cromwell,37206700100000,125939,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,29616,9517,0,82993,-6898,129024,0,0,0,122126,FALSE
OK,Clayton,37206400300000,125925,2020,General Purpose,2722912,0,67937,0,0,2654975,0,0,0,0,0,366049,89800,0,579977,121225,914601,0,0,0,1035826,FALSE
OK,Dibble,37204490100000,125760,2020,General Purpose,1823,0,1823,0,0,0,0,0,0,0,0,346895,1644,0,332293,-727732,1408564,71453,57,0,680832,FALSE
OK,Nicoma Park,37205550600000,125844,2020,General Purpose,3953643,0,432900,0,0,3484876,0,0,0,0,0,26652,39426,0,1611321,129070,1548329,0,0,0,1677399,FALSE
OK,Loyal,37203700400000,125699,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108770,22105,86667,0,0,0,108772,FALSE
OK,Disney,37204950100000,125791,2020,General Purpose,83839,0,0,0,0,83829,0,0,0,0,0,134730,15073,0,216282,44880,321201,0,0,0,366085,FALSE
OK,Jennings,37205900400000,125879,2020,General Purpose,24024,0,10364,690,0,12970,0,0,0,0,0,154307,14605,0,94284,-26314,289510,0,0,0,263196,FALSE
OK,Sharon,37207700500000,126014,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71288,6297,64991,0,0,0,71288,FALSE
OK,Roff,37206200400000,125906,2020,General Purpose,541463,0,19679,0,0,521785,0,0,0,0,0,245968,0,0,423916,-266817,936700,24596754,13365081,0,37961835,FALSE
OK,Paradise Hill,37206880100000,125952,2020,General Purpose,200,0,200,0,0,0,0,0,0,0,0,0,0,0,54473,39338,15135,0,0,0,54473,FALSE
OK,Wewoka,37206700600000,125944,2020,General Purpose,94097,0,1374,0,0,0,0,0,0,0,0,2272366,50330,405905,1819363,196927,4351037,0,0,0,4547964,FALSE
OK,Grandfield,37207100300000,125969,2020,General Purpose,64781,0,0,0,0,0,0,0,0,0,0,711826,83677,0,187351,-23134,1005988,0,0,0,982854,FALSE
OK,Inola,37206600400000,125933,2020,General Purpose,1507194,0,259497,0,0,1163807,29288,0,0,0,0,902123,17889,450372,1307648,549977,2128055,0,0,0,2678032,FALSE
OR,Mt. Vernon,38201200600000,86428,2020,General Purpose,756789,668964,15051,0,0,0,0,0,0,0,14457,325033,6501,1461814,208118,1389160,612306,0,0,0,2001466,FALSE
IL,Kinderhook,14207500800000,92499,2020,General Purpose,87340,0,4457,0,82883,0,0,0,0,0,0,54378,0,0,58070,-16886,129334,0,0,0,112448,FALSE
OR,Bend,38200900100000,37557,2020,General Purpose,452855307,155135352,18515252,0,142331892,0,73445091,0,57066987,905869,6360733,91120396,24379921,39469155,71971620,39306126,187634966,0,0,0,226941092,FALSE
OR,Gold Hill,38201500500000,85713,2020,General Purpose,1618809,651381,86808,0,0,849979,30641,0,0,0,0,688617,0,0,519725,-705868,1914210,0,0,0,1208342,FALSE
OR,Mill,38202200600000,126026,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1082960,128212,0,823954,-178390,2213516,457822,9506,0,2035126,FALSE
OR,Banks,38203400100000,126032,2020,General Purpose,1883858,0,0,2130,184285,0,0,0,0,0,0,1142288,74350,0,1343163,498791,2061010,0,0,0,2559801,FALSE
OR,Boardman,38202500100000,126027,2020,General Purpose,3877777,3423000,0,0,0,454777,0,0,0,0,0,4956389,0,1021171,3660955,3933658,5704857,0,0,0,9638515,FALSE
OR,Siletz,38202100400000,86882,2020,General Purpose,1688174,1273002,86003,0,304350,0,0,0,0,0,24820,965892,150198,0,134907,116036,1134961,0,9132,0,1250997,FALSE
PA,York County,39106706600000,43179,2020,General Purpose,448442754,268237213,94432251,0,0,0,22364438,0,53979053,0,6030546,58573140,304295769,0,177543307,37424904,502987312,0,0,0,540412216,FALSE
PA,Huntingdon County,39103103100000,37714,2020,General Purpose,16022282,4775213,2728508,0,0,5852853,1613655,0,0,0,1052053,2164623,13624581,1042272,14125849,3152711,27804614,0,0,0,30957325,FALSE
SC,Greer,41202300300000,128121,2020,General Purpose,56869762,28791700,5220166,0,0,0,21728489,0,0,0,1039407,5710332,432434,3138173,29652871,7212379,31721431,4300870,2538,0,38933810,FALSE
SC,Hampton,41202500400000,128132,2020,General Purpose,2896137,635000,54637,0,0,0,2186961,0,0,0,19539,482607,0,773632,2313355,-47508,3617102,0,0,0,3569594,FALSE
SC,Mauldin,41202350100000,128124,2020,General Purpose,26281602,5130728,1233235,1197463,0,0,17763003,0,0,0,957173,2183405,403213,686342,18616513,1501600,20387873,0,0,0,21889473,FALSE
SC,Simpsonville,41202300400000,128122,2020,General Purpose,32795647,14516885,1917485,239879,0,0,15610679,0,0,0,510719,4678857,189794,3991467,19583612,6494660,21949070,0,0,0,28443730,FALSE
SD,Hughes County,42103303200000,128272,2020,General Purpose,0,0,0,0,0,0,0,9913,0,0,0,3498090,4973360,17601,12648256,2551037,18586270,22737865,7008074,0,29745939,FALSE
TN,Paris,43204000300000,87958,2020,General Purpose,49189986,13077131,11392860,0,0,16011299,6701073,776081,519983,0,1160669,53799383,294663,536080,10474468,4744538,60360056,0,0,0,65104594,FALSE
TN,Surgoinsville,43203700300000,129322,2020,General Purpose,1722420,1582007,48760,0,0,84228,7425,0,0,0,24105,199727,37244,52052,895525,127566,1056982,0,0,0,1184548,FALSE
TN,Silerton,43203500700000,129318,2020,General Purpose,234,0,234,0,0,0,0,0,0,0,0,0,4216,0,12799,2079,14936,0,0,0,17015,FALSE
TN,Maury,43201700500000,129307,2020,General Purpose,802348,0,113691,36195,142011,500000,0,16545,0,0,10451,1056286,25410,264112,278840,368761,1255887,0,0,0,1624648,FALSE
TN,Rogersville,43203700200000,98518,2020,General Purpose,8944586,5479491,493365,0,1089884,0,207038,819298,1084958,0,649395,3333733,4715046,6050,7129156,-4902,15188887,0,0,0,15183985,FALSE
TX,Bailey County,44100900900000,129353,2020,General Purpose,2673338,1196777,361508,63956,0,827340,0,76842,0,0,223757,2240150,489537,0,3962130,-88501,6780318,0,0,0,6691817,FALSE
TX,Coke County,44104104100000,129363,2020,General Purpose,1003,0,1003,0,0,0,357491,0,0,0,0,800029,105497,0,2093958,-116170,3115654,0,0,0,2999484,FALSE
TX,Castro County,44103503500000,129360,2020,General Purpose,6296560,186092,326723,576695,0,0,344729,0,0,0,37321,1049832,457050,0,4464388,443278,5527992,0,0,0,5971270,FALSE
TX,Crane County,44105205200000,129367,2020,General Purpose,0,0,0,0,0,0,621176,0,15954620,0,0,0,0,0,11770843,2049801,9721042,0,0,0,11770843,FALSE
TN,Crump,43203640100000,129321,2020,General Purpose,8581,0,8581,0,0,0,0,0,0,0,0,13273,378130,0,147047,52580,485870,0,0,0,538450,FALSE
TN,Ducktown,43207000300000,129337,2020,General Purpose,409309,392000,11817,0,0,0,0,28278,0,0,0,10382,0,60302,519298,87748,502234,0,0,0,589982,FALSE
TN,Graysville,43207200200000,106886,2020,General Purpose,972667,854043,35028,72210,0,0,0,0,0,0,2843,464643,70823,278683,635642,401164,1048627,0,0,0,1449791,FALSE
TN,Spring,43207200300000,129338,2020,General Purpose,4623749,3823853,198166,0,576558,0,0,26505,0,0,0,1898204,112957,71501,1373890,91203,3365350,0,0,0,3456553,FALSE
TN,Friendship,43201700300000,87857,2020,General Purpose,1061550,293426,48738,0,0,719386,0,200440,0,0,0,595192,33184,0,275710,-176982,1081068,0,0,0,904086,FALSE
TN,Hornsby,43203500400000,129317,2020,General Purpose,32470,0,9574,0,0,0,0,0,0,0,0,194274,11386,0,61844,-48714,316218,0,0,0,267504,FALSE
TN,Henning,43204900300000,129327,2020,General Purpose,1188212,0,450331,0,731001,0,0,0,0,0,6880,694898,33436,364531,447722,507044,1033543,0,0,0,1540587,FALSE
TN,Luttrell,43208770100000,87912,2020,General Purpose,318581,121446,22804,0,0,164018,10314,0,0,0,0,643197,59000,34381,216207,-24095,976879,0,0,0,952785,FALSE
IL,Calhoun County,14100700700000,71491,2020,General Purpose,11143,0,11143,0,0,0,872940,164791,0,0,0,392149,1454127,197778,2786886,701855,4129085,0,0,0,4830940,FALSE
TN,Philadelphia,43205380100000,129330,2020,General Purpose,275431,0,2360,0,0,273071,0,0,0,0,0,0,55323,0,112816,34793,133346,0,0,0,168139,FALSE
TN,Mount Carmel,43203750200000,129323,2020,General Purpose,438915,295000,121136,0,0,0,0,0,0,0,27745,1102764,223184,0,2575462,991845,2909565,0,0,0,3901410,FALSE
TN,Tellico Plains,43206200300000,129333,2020,General Purpose,273451,63636,153107,0,0,37710,0,163463,0,0,18998,1013748,60958,15181,634810,53651,1671046,0,0,0,1724697,FALSE
TX,Anderson County,44100100100000,88052,2020,General Purpose,37841367,23385169,1501487,3819763,0,0,3689023,0,5161182,0,284743,3325251,3147137,88387,19113534,-1715126,27389435,0,0,0,25674309,FALSE
TX,San Saba County,44120620600000,129432,2020,General Purpose,2753870,0,328038,200629,0,2140000,85203,0,0,0,0,202465,102714,2682791,4935743,2709398,5214315,0,0,0,7923713,FALSE
TX,Ellis County,44107007000000,88158,2020,General Purpose,75563471,36364792,4459625,6569731,0,0,5531937,0,20627916,0,2009470,10776936,3973094,0,62650149,9578185,67821994,0,0,0,77400179,FALSE
TX,Hardeman County,44109909900000,129388,2020,General Purpose,3149842,0,215619,2888998,0,0,0,491017,0,0,45225,1108044,187123,0,3576585,-95072,4966824,0,0,0,4871752,FALSE
TX,Marion County,44115815800000,129411,2020,General Purpose,1980802,0,1236738,0,0,0,501089,0,242975,0,0,896742,690152,2794212,4662487,2354517,6689076,0,0,0,9043593,FALSE
TX,Leon Valley,44201500700000,59169,2020,General Purpose,16302643,7724363,1563157,0,0,0,4928834,0,500417,0,1000872,8713665,604876,0,10537280,539527,19316294,4987020,44305,0,19855821,FALSE
TX,Hartley County,44110310300000,129389,2020,General Purpose,549253,0,392035,0,0,0,136845,0,0,0,20373,1180562,445824,0,3715292,741245,4600433,0,0,0,5341678,FALSE
TX,Jim Hogg County,44112412400000,129396,2020,General Purpose,2037211,1310000,332248,61578,0,0,0,883145,333385,0,0,713905,700413,270814,6407100,847172,7245060,0,0,0,8092232,FALSE
TX,Fannin County,44107407400000,129377,2020,General Purpose,29143988,22227499,5584969,52139,0,0,1062500,0,0,0,216880,2952444,2323114,8515709,14617864,8661250,19747881,0,0,0,28409131,FALSE
TX,Comal County,44104604600000,88123,2020,General Purpose,200169149,132179146,48805070,2374275,0,0,9131685,0,6205240,0,1473733,9728857,2848217,8118016,90967676,21400715,90262051,8267091,7775,0,111662766,FALSE
TX,Smithville,44201100300000,38653,2020,General Purpose,10992400,6524919,1156554,2419774,0,0,562384,0,222291,0,106478,8030304,363910,2473396,2923211,2725809,11065012,6809646,119596,0,13790821,FALSE
TX,Liberty County,44114614600000,38635,2020,General Purpose,90166128,7063353,7352167,1746931,0,1990000,10186659,0,37395052,0,1021966,8269411,6861016,0,45707471,-654331,61492229,0,0,0,60837898,FALSE
TX,Archer County,44100500500000,129351,2020,General Purpose,4333759,2580174,306621,1346853,0,0,100111,0,0,0,0,951894,197260,0,6101865,295662,6955357,0,0,0,7251019,FALSE
TX,Dickens County,44106306300000,129374,2020,General Purpose,14599202,9420000,4943784,0,0,0,92675,0,135819,0,6924,361201,350842,0,2765542,322842,3154743,0,0,0,3477585,FALSE
TX,La Salle County,44114214200000,129402,2020,General Purpose,70223901,62376250,4949748,1144834,1010547,0,0,467958,312726,0,429796,14767612,2248353,500000,37789229,12390076,42915118,0,0,0,55305194,FALSE
TX,Runnels County,44120020000000,129430,2020,General Purpose,338972,0,258099,80873,0,0,0,0,0,0,0,1343262,164216,0,5836528,46405,7297601,0,0,0,7344006,FALSE
TX,Irion County,44111811800000,129393,2020,General Purpose,567571,0,84365,483205,0,0,38356,0,0,0,0,28621,285889,0,10252911,4464730,6102691,0,0,0,10567421,FALSE
TX,Somerville,44202600200000,129540,2020,General Purpose,901693,656699,202938,20065,0,0,0,0,0,0,21991,986422,19681,785577,1189746,938244,2043182,0,0,0,2981426,FALSE
TX,Sterling County,44121621600000,129438,2020,General Purpose,316527,0,316527,0,0,0,1035670,0,0,0,0,2878195,633014,0,4821702,1600658,6732253,0,0,0,8332911,FALSE
TX,Mills County,44116716700000,129415,2020,General Purpose,7269035,7021119,247916,15846,0,0,571899,0,0,0,0,620829,422456,102460,4462791,94580,5513956,0,0,0,5608536,FALSE
TX,Sutton County,44121821800000,129440,2020,General Purpose,1653958,0,108088,194282,0,0,0,0,1175913,0,175675,1444532,389832,0,4907777,187321,6554820,0,0,0,6742141,FALSE
TX,Reagan County,44119219200000,129426,2020,General Purpose,2807,0,2807,0,0,0,1325049,0,0,0,0,1806926,121748,1632227,13718467,4306733,12972635,0,0,0,17279368,FALSE
TX,Real County,44119319300000,129427,2020,General Purpose,4607791,0,129478,0,0,0,1319619,0,3120840,0,37854,486415,110345,418593,2969262,-1319534,5304149,0,0,0,3984615,FALSE
TX,University Park,44205702600000,129651,2020,General Purpose,24158197,0,4734005,0,0,0,14474809,0,1479385,0,3469998,23752497,1048313,0,29818425,3747422,50871813,0,0,0,54619235,FALSE
TX,Kaufman County,44112912900000,88331,2020,General Purpose,155454241,122301619,9960738,3382426,589505,0,3143512,0,14181598,0,1894843,11219582,8552652,1825311,58499192,-3095111,83191848,0,0,0,80096737,FALSE
TX,Newton County,44117617600000,52478,2020,General Purpose,12164787,9490000,415686,0,0,1962097,297004,0,0,0,0,840692,0,15102935,9614995,-1402267,26960889,0,0,0,25558622,FALSE
TX,Shackelford County,44120920900000,129434,2020,General Purpose,6309307,3875000,180977,985092,0,695000,437457,0,126221,0,9560,735252,51592,0,3760728,136895,4410677,0,0,0,4547572,FALSE
TX,Southlake,44222050300000,88455,2020,General Purpose,139269265,115195505,11562905,0,0,0,9437430,0,1189397,0,1674397,41257696,1807473,2737407,80414985,23719774,102497787,0,0,0,126217561,FALSE
TX,Haslet,44222050600000,130260,2020,General Purpose,14971025,10118710,4699012,0,0,0,0,43095,54211,0,99090,5608463,1946251,2784151,5218296,7555265,8001896,0,0,0,15557161,FALSE
TX,Tye,44222100500000,130265,2020,General Purpose,4054613,3036000,0,265276,0,0,136385,0,41093,0,10406,919275,181004,0,1668324,-153365,2921968,0,0,0,2768603,FALSE
TX,Westworth,44222002800000,130258,2020,General Purpose,11223805,7428743,1515224,287528,0,0,371295,0,99908,0,71107,3626077,294951,927711,3313295,1057415,7104619,1401810,765,0,8162034,FALSE
TX,Lakeway,44222790100000,88344,2020,General Purpose,38107440,31108279,2248211,0,0,0,3854422,0,379448,0,517081,4657124,950950,0,15842973,1923250,19527797,1730697,3614,0,21451047,FALSE
UT,Kane County,45101301300000,88568,2020,General Purpose,15069463,9081652,2571766,0,0,0,2780388,0,0,0,635657,6032630,5669134,0,11159109,913148,21947725,0,0,0,22860873,FALSE
UT,Perry,45200201200000,88599,2020,General Purpose,8964403,7516000,704651,242597,0,0,445671,0,0,0,55484,2112767,451979,490643,2953465,846996,5161858,768556,218209,0,6008854,FALSE
UT,Wasatch County,45102602600000,39293,2020,General Purpose,21367092,12222497,2066854,0,0,120099,5791619,0,0,0,1166023,11188178,7690205,438283,27468472,5700037,41085101,0,0,0,46785138,FALSE
UT,Tropic,45200900700000,102297,2020,General Purpose,3344704,2973000,371704,0,0,0,0,0,0,0,0,311750,2169,1598762,399644,1616220,696105,0,0,0,2312325,FALSE
UT,Newton,45200301000000,130386,2020,General Purpose,156568,0,156568,0,0,0,0,0,0,0,0,224892,18738,52916,190952,117622,369876,0,0,0,487498,FALSE
UT,Laketown,45201700200000,130418,2020,General Purpose,1115469,0,27825,0,0,1087644,0,0,0,0,0,145102,372273,0,79088,454889,141574,0,0,0,596463,FALSE
UT,Glendale,45201300200000,130407,2020,General Purpose,1402778,209541,242197,0,0,951040,0,0,0,0,0,189239,25545,141900,122766,143813,335637,0,0,0,479450,FALSE
UT,Ferron,45200800500000,88540,2020,General Purpose,723306,545000,63816,0,0,64903,41742,0,0,0,7845,769701,115323,0,380901,81519,1184406,0,0,0,1265925,FALSE
UT,Fillmore,45201400200000,88541,2020,General Purpose,4364047,3172000,1003842,0,0,0,151342,0,0,0,36863,4853257,298734,446304,1398680,657015,6339960,0,0,0,6996975,FALSE
UT,Junction,45201600200000,102265,2020,General Purpose,409000,409000,0,0,0,0,0,0,0,0,0,112079,45759,0,57510,55865,159483,0,0,0,215348,FALSE
