"","ncesID","nces_original_name","county_name","city","state","students","id"
"705","0618840","Jefferson Elementary","San Joaquin County","Tracy","CA",2287,NA
"706","0905010","Weston School District","Fairfield County","Weston","CT",2282,NA
"707","5100240","APPOMATTOX CO PBLC SCHS","Appomattox County","Appomattox","VA",2279,NA
"708","2510170","Rockland","Plymouth County","Rockland","MA",2273,NA
"709","3904376","Circleville City","Pickaway County","Circleville","OH",2272,NA
"710","3413560","Ramapo Indian Hills Regional High School District","Bergen County","Oakland","NJ",2271,NA
"711","2302640","Augusta Public Schools","Kennebec County","Augusta","ME",2269,NA
"712","1812900","West Noble School Corporation","Noble County","Ligonier","IN",2267,NA
"713","0905371","Norwich Free Academy District","New London County","Norwich","CT",2266,NA
"714","0900060","Ansonia School District","New Haven County","Ansonia","CT",2265,NA
"715","4013890","HARRAH","Oklahoma County","Harrah","OK",2263,NA
"716","2508580","Newburyport","Essex County","Newburyport","MA",2262,NA
"717","1804170","Griffith Public Schools","Lake County","Griffith","IN",2260,NA
"718","3415630","Springfield Public School District","Union County","Springfield","NJ",2259,NA
"719","0806690","School District No. Re-1 Valley","Logan County","STERLING","CO",2258,NA
"720","2716980","KASSON-MANTORVILLE SCHOOL DISTRICT","Dodge County","KASSON","MN",2257,NA
"721","3626400","SEAFORD UNION FREE SCHOOL DISTRICT","Nassau County","SEAFORD","NY",2257,NA
"722","2925330","PLEASANT HILL R-III","Cass County","PLEASANT HILL","MO",2248,NA
"723","4400090","Burrillville","Providence County","Harrisville","RI",2247,NA
"724","1722800","Libertyville SD 70","Lake County","Libertyville","IL",2247,NA
"725","3004590","Bozeman H S","Gallatin County","Bozeman","MT",2243,NA
"726","2502430","Belchertown","Hampshire County","Belchertown","MA",2240,NA
"727","2511430","Swampscott","Essex County","Swampscott","MA",2218,NA
"728","2504440","East Bridgewater","Plymouth County","East Bridgewater","MA",2216,NA
"729","1800390","Batesville Community School Corp","Franklin County","Batesville","IN",2215,NA
"730","2707350","BYRON PUBLIC SCHOOL DISTRICT","Olmsted County","BYRON","MN",2215,NA
"731","1803480","Fairfield Community Schools","Elkhart County","Goshen","IN",2214,NA
"732","1800240","South Dearborn Community Sch Corp","Dearborn County","Aurora","IN",2214,NA
"733","2509030","Norwell","Plymouth County","Norwell","MA",2210,NA
"734","1715930","Fremont SD 79","Lake County","Mundelein","IL",2207,NA
"735","2507140","Lynnfield","Essex County","Lynnfield","MA",2202,NA
"736","3905006","Springfield Local","Summit County","Akron","OH",2202,NA
"737","1800690","North Harrison Com School Corp","Harrison County","Ramsey","IN",2194,NA
"738","0900330","Bloomfield School District","Hartford County","Bloomfield","CT",2192,NA
"739","1803700","Franklin County Community Sch Corp","Franklin County","Brookville","IN",2191,NA
"740","3416560","Upper Freehold Regional School District","Monmouth County","Allentown","NJ",2189,NA
"741","5102120","KING WILLIAM CO PBLC SCHS","King William County","King William","VA",2188,NA
"742","0905280","Wolcott School District","New Haven County","Wolcott","CT",2188,NA
"743","2500556","TEC Connections Academy Commonwealth Virtual School District","Norfolk County","East Walpole","MA",2183,NA
"744","0902730","New Fairfield School District","Fairfield County","New Fairfield","CT",2179,NA
"745","2507590","Medway","Norfolk County","Medway","MA",2178,NA
"746","0903660","Regional School District 05","New Haven County","Woodbridge","CT",2168,NA
"747","0903270","Plainfield School District","Windham County","Plainfield","CT",2162,NA
"748","1806090","Maconaquah School Corp","Miami County","Bunker Hill","IN",2160,NA
"749","0903990","Seymour School District","New Haven County","Seymour","CT",2160,NA
"750","1812180","MSD WABASH COUNTY SCHOOLS","Wabash County","Wabash","IN",2159,NA
"751","3411760","Northern Valley Regional High School District","Bergen County","Demarest","NJ",2156,NA
"752","4400720","Newport","Newport County","Newport","RI",2154,NA
"753","2713920","HERMANTOWN PUBLIC SCHOOL DISTRICT","St. Louis County","HERMANTOWN","MN",2147,NA
"754","1725320","McHenry CHSD 156","McHenry County","McHenry","IL",2146,NA
"755","2501650","Abington","Plymouth County","Abington","MA",2143,NA
"756","1804080","Greensburg Community Schools","Decatur County","Greensburg","IN",2143,NA
"757","3100021","WAVERLY SCHOOL DISTRICT 145","Lancaster County","WAVERLY","NE",2142,NA
"758","2929760","SULLIVAN","Franklin County","SULLIVAN","MO",2140,NA
"759","2502460","Bellingham","Norfolk County","Bellingham","MA",2138,NA
"760","4400630","Middletown","Newport County","Middletown","RI",2133,NA
"761","2512060","Wareham","Plymouth County","Wareham","MA",2133,NA
"762","2923160","ORCHARD FARM R-V","St. Charles County","Saint Charles","MO",2132,NA
"763","2314240","RSU 51/MSAD 51","Cumberland County","Cumberland","ME",2129,NA
"764","3619170","MEXICO CENTRAL SCHOOL DISTRICT","Oswego County","MEXICO","NY",2117,NA
"765","5102980","POQUOSON CITY PBLC SCHS","Poquoson city","Poquoson","VA",2114,NA
"766","5100540","BUCKINGHAM CO PBLC SCHS","Buckingham County","Buckingham","VA",2113,NA
"767","5506180","Arrowhead UHS School District","Waukesha County","Hartland","WI",2112,NA
"768","0904470","Suffield School District","Hartford County","Suffield","CT",2109,NA
"769","2723490","NEW ULM PUBLIC SCHOOL DISTRICT","Brown County","NEW ULM","MN",2105,NA
"770","2511460","Swansea","Bristol County","Swansea","MA",2103,NA
"771","0504930","DARDANELLE SCHOOL DISTRICT","Yell County","DARDANELLE","AR",2098,NA
"772","2305670","Falmouth Public Schools","Cumberland County","Falmouth","ME",2091,NA
"773","1808010","North Spencer County Sch Corp","Spencer County","Lincoln City","IN",2091,NA
"774","2700008","ST. LOUIS COUNTY SCHOOL DISTRICT","St. Louis County","VIRGINIA","MN",2089,NA
"775","1810350","South Gibson School Corporation","Gibson County","Fort Branch","IN",2087,NA
"776","1805700","Lawrenceburg Community School Corp","Dearborn County","Lawrenceburg","IN",2086,NA
"777","2510590","Seekonk","Bristol County","Seekonk","MA",2080,NA
"778","3412900","Pequannock Township School District","Morris County","Pompton Plains","NJ",2078,NA
"779","2927630","SCHOOL OF THE OSAGE","Miller County","LAKE OZARK","MO",2069,NA
"780","2503840","Concord","Middlesex County","Concord","MA",2065,NA
"781","5101140","DICKENSON CO PBLC SCHS","Dickenson County","Clintwood","VA",2064,NA
"782","1809120","John Glenn School Corporation","St. Joseph County","Walkerton","IN",2062,NA
"783","0631860","Ravenswood City Elementary","San Mateo County","East Palo Alto","CA",2061,NA
"784","3610200","EDGEMONT UNION FREE SCHOOL DISTRICT","Westchester County","SCARSDALE","NY",2056,NA
"785","4217850","Northwestern Lehigh SD","Lehigh County","New Tripoli","PA",2055,NA
"786","1808850","Peru Community Schools","Miami County","Peru","IN",2055,NA
"787","5103060","PRINCE EDWARD CO PBLC SCHS","Prince Edward County","Farmville","VA",2055,NA
"788","3100098","GERING PUBLIC SCHOOLS","Scotts Bluff County","GERING","NE",2049,NA
"789","5007050","Rutland City School District","Rutland County","Rutland","VT",2048,NA
"790","0902580","Montville School District","New London County","Oakdale","CT",2046,NA
"791","2105580","Trigg County","Trigg County","Cadiz","KY",2044,NA
"792","2504800","Fairhaven","Bristol County","Fairhaven","MA",2042,NA
"793","2802820","MARION CO SCHOOL DIST","Marion County","Columbia","MS",2041,NA
"794","2512750","Weston","Middlesex County","Weston","MA",2039,NA
"795","2925500","POTOSI R-III","Washington County","Potosi","MO",2033,NA
"796","3417130","Washington Township School District","Morris County","Long Valley","NJ",2032,NA
"797","2923100","ODESSA R-VII","Lafayette County","ODESSA","MO",2030,NA
"798","5100152","ALLEGHANY CO PBLC SCHS","Alleghany County","Low Moor","VA",2024,NA
"799","2923010","OAK GROVE R-VI","Jackson County","OAK GROVE","MO",2022,NA
"800","2012300","Circle","Butler County","Towanda","KS",2016,NA
"801","1809750","Rush County Schools","Rush County","Rushville","IN",2013,NA
"802","2501860","Amesbury","Essex County","Amesbury","MA",2012,NA
"803","4210110","North Schuylkill SD","Schuylkill County","Ashland","PA",2011,NA
"804","3600013","ONEIDA CITY SCHOOL DISTRICT","Madison County","ONEIDA","NY",2009,NA
"805","2508940","Northbridge","Worcester County","Whitinsville","MA",1999,NA
"806","5102790","NOTTOWAY CO PBLC SCHS","Nottoway County","Nottoway","VA",1990,NA
"807","3412510","Pascack Valley Regional High School District","Bergen County","Montvale","NJ",1987,NA
"808","3417220","Watchung Hills Regional High School District","Somerset County","Warren","NJ",1983,NA
"809","1807620","Nineveh-Hensley-Jackson United","Johnson County","Trafalgar","IN",1981,NA
"810","2506510","King Philip","Norfolk County","Norfolk","MA",1979,NA
"811","3304140","Laconia School District","Belknap County","Laconia","NH",1973,NA
"812","2012210","Tonganoxie","Leavenworth County","Tonganoxie","KS",1969,NA
"813","0900990","Cromwell School District","Middlesex County","Cromwell","CT",1968,NA
"814","0803600","Weld County School District No. Re-2","Weld County","EATON","CO",1968,NA
"815","2513170","Winthrop","Suffolk County","Winthrop","MA",1965,NA
"816","5515870","Waupun School District","Dodge County","Waupun","WI",1961,NA
"817","4014520","HILLDALE","Muskogee County","Muskogee","OK",1960,NA
"818","2712240","FOLEY PUBLIC SCHOOL DISTRICT","Benton County","FOLEY","MN",1953,NA
"819","3400009","Somerset Hills Regional School District","Somerset County","Bernardsville","NJ",1953,NA
"820","0904380","Stonington School District","New London County","Old Mystic","CT",1953,NA
"821","0804200","Weld County Reorganized School District No. Re-1","Weld County","GILCREST","CO",1953,NA
"822","3904540","Greenfield Exempted Village","Highland County","Greenfield","OH",1941,NA
"823","5102400","MARTINSVILLE CITY PBLC SCHS","Martinsville city","Martinsville","VA",1930,NA
"824","5100870","CLARKE CO PBLC SCHS","Clarke County","Berryville","VA",1924,NA
"825","3904369","Cambridge City","Guernsey County","Cambridge","OH",1921,NA
"826","2912540","FREDERICKTOWN R-I","Madison County","Fredericktown","MO",1921,NA
"827","0691078","Los Angeles County Office of Education","Los Angeles County","Downey","CA",1920,NA
"828","5101350","FLOYD CO PBLC SCHS","Floyd County","Floyd","VA",1919,NA
"829","2700379","TRI-CITY UNITED SCHOOL DISTRICT","Le Sueur County","MONTGOMERY","MN",1913,NA
"830","1800420","Baugo Community Schools","Elkhart County","Elkhart","IN",1911,NA
"831","2502820","Bourne","Barnstable County","Bourne","MA",1907,NA
"832","2511010","Southbridge","Worcester County","Southbridge","MA",1907,NA
"833","3418360","Wyckoff Township Public School District","Bergen County","Wyckoff","NJ",1904,NA
"834","2503750","Clinton","Worcester County","Clinton","MA",1900,NA
"835","2510920","South Hadley","Hampshire County","South Hadley","MA",1900,NA
"836","3626760","SHERRILL CITY SCHOOL DISTRICT","Oneida County","VERONA","NY",1894,NA
"837","3405940","Glen Ridge Public School District","Essex County","Glen Ridge","NJ",1880,NA
"838","1808100","North West Hendricks Schools","Hendricks County","Lizton","IN",1877,NA
"839","2929370","STE. GENEVIEVE CO. R-II","Ste. Genevieve County","STE GENEVIEVE","MO",1877,NA
"840","2609840","Clarenceville School District","Wayne County","LIVONIA","MI",1872,NA
"841","1810920","School Town of Speedway","Marion County","Speedway","IN",1871,NA
"842","1807900","North Montgomery Com Sch Corp","Montgomery County","Crawfordsville","IN",1868,NA
"843","1718270","Harrisburg CUSD 3","Saline County","Harrisburg","IL",1866,NA
"844","1723090","Lincolnshire-Prairieview SD 103","Lake County","Lincolnshire","IL",1866,NA
"845","4202820","Avonworth SD","Allegheny County","Pittsburgh","PA",1863,NA
"846","2929250","ST. JAMES R-I","Phelps County","ST JAMES","MO",1862,NA
"847","1800960","Brown County School Corporation","Brown County","Nashville","IN",1858,NA
"848","1802040","Northwestern School Corp","Howard County","Kokomo","IN",1858,NA
"849","2733420","ST. ANTHONY-NEW BRIGHTON SCHOOLS","Hennepin County","SAINT ANTHONY","MN",1843,NA
"850","2512240","Webster","Worcester County","Webster","MA",1841,NA
"851","1803990","Greencastle Community School Corp","Putnam County","Greencastle","IN",1840,NA
"852","0602670","West Sonoma County Union High","Sonoma County","Sebastopol","CA",1838,NA
"853","0901230","East Hampton School District","Middlesex County","East Hampton","CT",1837,NA
"854","2505670","Hamilton-Wenham","Essex County","Wenham","MA",1836,NA
"855","1728980","Northbrook SD 28","Cook County","Northbrook","IL",1833,NA
"856","3625980","SCHALMONT CENTRAL SCHOOL DISTRICT","Schenectady County","SCHENECTADY","NY",1833,NA
"857","2006180","Fort Scott","Bourbon County","Fort Scott","KS",1818,NA
"858","1805340","Knox Community School Corp","Starke County","Knox","IN",1818,NA
"859","2926160","REEDS SPRING R-IV","Stone County","REEDS SPRING","MO",1818,NA
"860","0691031","San Joaquin County Office of Education","San Joaquin County","Stockton","CA",1818,NA
"861","0502430","ARKADELPHIA SCHOOL DISTRICT","Clark County","ARKADELPHIA","AR",1815,NA
"862","0504020","WESTSIDE CONS. SCHOOL DISTRICT","Craighead County","JONESBORO","AR",1814,NA
"863","1811370","Tippecanoe Valley School Corp","Kosciusko County","Akron","IN",1813,NA
"864","3403600","Cresskill Public School District","Bergen County","Cresskill","NJ",1812,NA
"865","2928560","SOUTHERN BOONE CO. R-I","Boone County","ASHLAND","MO",1806,NA
"866","3615450","IRVINGTON UNION FREE SCHOOL DISTRICT","Westchester County","IRVINGTON","NY",1805,NA
"867","2008970","Louisburg","Miami County","Louisburg","KS",1804,NA
"868","1809810","Salem Community Schools","Washington County","Salem","IN",1799,NA
"869","2702930","ALBANY PUBLIC SCHOOL DISTRICT","Stearns County","ALBANY","MN",1795,NA
"870","0901680","Granby School District","Hartford County","Granby","CT",1790,NA
"871","3904990","Northwest Local","Stark County","Canal Fulton","OH",1789,NA
"872","2700124","FAIRMONT AREA SCHOOL DISTRICT","Martin County","FAIRMONT","MN",1786,NA
"873","3620400","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","Nassau County","NEW HYDE PARK","NY",1786,NA
"874","1810860","Southwest School Corporation","Sullivan County","Sullivan","IN",1783,NA
"875","1803840","Garrett-Keyser-Butler Com Sch Corp","DeKalb County","Garrett","IN",1770,NA
"876","3302340","Claremont School District","Sullivan County","Claremont","NH",1768,NA
"877","1710440","Clinton CUSD 15","De Witt County","Clinton","IL",1768,NA
"878","0901740","Griswold School District","New London County","Griswold","CT",1765,NA
"879","5100750","CHARLOTTE CO PBLC SCHS","Charlotte County","Charlotte Court House","VA",1763,NA
"880","3904628","Clark-Shawnee Local","Clark County","Springfield","OH",1761,NA
"881","1717340","Grant CHSD 124","Lake County","Fox Lake","IL",1759,NA
"882","4401050","Tiverton","Newport County","Tiverton","RI",1759,NA
"883","2310860","RSU 79/MSAD 01","Aroostook County","Presque Isle","ME",1756,NA
"884","3904585","Buckeye Local","Ashtabula County","Ashtabula","OH",1754,NA
"885","1807680","North Adams Community Schools","Adams County","Decatur","IN",1744,NA
"886","2510860","Somerset","Bristol County","Somerset","MA",1739,NA
"887","1808900","Pike County School Corp","Pike County","Petersburg","IN",1734,NA
"888","1725920","Midlothian SD 143","Cook County","Midlothian","IL",1732,NA
"889","5000417","Taconic and Green Regional School District","Bennington County","Sunderland","VT",1732,NA
"890","1812990","Western Boone Co Com Sch Dist","Boone County","Thorntown","IN",1732,NA
"891","1800480","Benton Community School Corp","Benton County","Fowler","IN",1731,NA
"892","5100180","AMELIA CO PBLC SCHS","Amelia County","Amelia","VA",1729,NA
"893","3408040","Kinnelon School District","Morris County","Kinnelon","NJ",1728,NA
"894","1733990","Riverside SD 96","Cook County","Riverside","IL",1725,NA
"895","0691035","Santa Clara County Office of Education","Santa Clara County","San Jose","CA",1723,NA
"896","2507410","Masconomet","Essex County","Boxford","MA",1721,NA
"897","2505490","Greenfield","Franklin County","Greenfield","MA",1718,NA
"898","2511850","Uxbridge","Worcester County","Uxbridge","MA",1718,NA
"899","1805460","Lake Ridge New Tech Schools","Lake County","Gary","IN",1716,NA
"900","0903240","Oxford School District","New Haven County","Oxford","CT",1712,NA
"901","1805520","Lakeland School Corporation","LaGrange County","LaGrange","IN",1705,NA
"902","2313350","Waterville Public Schools","Kennebec County","Waterville","ME",1705,NA
"903","1808340","Oak Hill United School Corp","Grant County","Converse","IN",1702,NA
"904","2507890","Millbury","Worcester County","Millbury","MA",1700,NA
"905","2314100","Yarmouth Schools","Cumberland County","Yarmouth","ME",1698,NA
"906","5102580","NELSON CO PBLC SCHS","Nelson County","Lovingston","VA",1695,NA
"907","2714280","HOUSTON PUBLIC SCHOOL DISTRICT","Houston County","HOUSTON","MN",1694,NA
"908","0902970","North Branford School District","New Haven County","Northford","CT",1692,NA
"909","3301950","Bow School District","Merrimack County","Bow","NH",1687,NA
"910","1704050","Summit SD 104","Cook County","Summit","IL",1687,NA
"911","3415540","Spotswood Public School District","Middlesex County","Spotswood","NJ",1683,NA
"912","3417460","West Essex Regional School District","Essex County","North Caldwell","NJ",1683,NA
"913","3904626","Northwestern Local","Clark County","Springfield","OH",1681,NA
"914","0900810","Clinton School District","Middlesex County","Clinton","CT",1679,NA
"915","2506480","Ipswich","Essex County","Ipswich","MA",1679,NA
"916","2508250","Nantucket","Nantucket County","Nantucket","MA",1678,NA
"917","0691026","Riverside County Office of Education","Riverside County","Riverside","CA",1676,NA
"918","2011250","Rose Hill Public Schools","Butler County","Rose Hill","KS",1674,NA
"919","0900960","Coventry School District","Tolland County","Coventry","CT",1673,NA
"920","1721750","Lake Forest SD 67","Lake County","Lake Forest","IL",1673,NA
"921","3403870","Denville Township K-8 School District","Morris County","Denville","NJ",1670,NA
"922","3613950","HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT","Westchester County","HASTINGS ON HUDSON","NY",1669,NA
"923","3623310","PLEASANTVILLE UNION FREE SCHOOL DISTRICT","Westchester County","PLEASANTVILLE","NY",1669,NA
"924","4400810","North Smithfield","Providence County","North Smithfield","RI",1666,NA
"925","2506960","Littleton","Middlesex County","Littleton","MA",1663,NA
"926","1736750","South Holland SD 151","Cook County","South Holland","IL",1660,NA
"927","5102370","MADISON CO PBLC SCHS","Madison County","Madison","VA",1659,NA
"928","1742840","Winnetka SD 36","Cook County","Winnetka","IL",1658,NA
"929","4109600","Philomath SD 17J","Benton County","Philomath","OR",1656,NA
"930","2303510","Brewer Public Schools","Penobscot County","Brewer","ME",1654,NA
"931","2916830","KNOB NOSTER R-VIII","Johnson County","KNOB NOSTER","MO",1652,NA
"932","1800720","MSD BLUFFTON-HARRISON","Wells County","Bluffton","IN",1652,NA
"933","3416860","Waldwick School District","Bergen County","Waldwick","NJ",1652,NA
"934","3905069","Lake Local","Wood County","Millbury","OH",1649,NA
"935","3615980","JOHNSTOWN CITY SCHOOL DISTRICT","Fulton County","JOHNSTOWN","NY",1646,NA
"936","2502715","Blackstone-Millville","Worcester County","Blackstone","MA",1645,NA
"937","2200450","Claiborne Parish","Claiborne Parish","Homer","LA",1643,NA
"938","2507080","Lunenburg","Worcester County","Lunenburg","MA",1641,NA
"939","2314130","York Public Schools","York County","York","ME",1641,NA
"940","3608010","COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT","Suffolk County","COLD SPRING HARBOR","NY",1639,NA
"941","1734020","Riverside-Brookfield Twp SD 208","Cook County","Riverside","IL",1639,NA
"942","2622320","Madison School District (Lenawee)","Lenawee County","ADRIAN","MI",1637,NA
"943","2511760","Tyngsborough","Middlesex County","Tyngsborough","MA",1630,NA
"944","3605640","BRONXVILLE UNION FREE SCHOOL DISTRICT","Westchester County","BRONXVILLE","NY",1629,NA
"945","1724270","Manhattan SD 114","Will County","Manhattan","IL",1628,NA
"946","3175660","PLATTSMOUTH COMMUNITY SCHOOLS","Cass County","PLATTSMOUTH","NE",1621,NA
"947","3412260","River Dell Regional School District","Bergen County","River Edge","NJ",1617,NA
"948","3402850","Cedar Grove Township School District","Essex County","CEDAR GROVE","NJ",1613,NA
"949","3624000","PUTNAM VALLEY CENTRAL SCHOOL DISTRICT","Putnam County","PUTNAM VALLEY","NY",1609,NA
"950","3416980","Warren Township School District","Somerset County","Warren","NJ",1604,NA
"951","5103980","WESTMORELAND CO PBLC SCHS","Westmoreland County","Montross","VA",1603,NA
"952","1812150","Wabash City Schools","Wabash County","Wabash","IN",1599,NA
"953","1809420","Rensselaer Central School Corp","Jasper County","Rensselaer","IN",1598,NA
"954","3625290","RYE NECK UNION FREE SCHOOL DISTRICT","Westchester County","MAMARONECK","NY",1598,NA
"955","3608580","CROTON-HARMON UNION FREE SCHOOL DISTRICT","Westchester County","CROTON ON HUDSON","NY",1597,NA
"956","2920010","MAPLEWOOD-RICHMOND HEIGHTS","St. Louis County","MAPLEWOOD","MO",1591,NA
"957","5102310","LUNENBURG CO PBLC SCHS","Lunenburg County","Kenbridge","VA",1590,NA
"958","1739120","Tolono CUSD 7","Champaign County","Tolono","IL",1590,NA
"959","1906660","Center Point-Urbana Comm School District","Linn County","Center Point","IA",1588,NA
"960","2508880","Northborough","Worcester County","Southborough","MA",1587,NA
"961","0905250","Windsor Locks School District","Hartford County","Windsor Locks","CT",1587,NA
"962","1725690","Meridian CUSD 223","Ogle County","Stillman Valley","IL",1586,NA
"963","1804620","River Forest Community Sch Corp","Lake County","Hobart","IN",1585,NA
"964","0903536","Regional School District 14","Litchfield County","Woodbury","CT",1584,NA
"965","3415990","Swedesboro-Woolwich School District","Gloucester County","WOOLWICH TWP","NJ",1583,NA
"966","1801050","Brownstown Cnt Com Sch Corp","Jackson County","Brownstown","IN",1581,NA
"967","1806270","Manchester Community Schools","Wabash County","N Manchester","IN",1581,NA
"968","3904790","Perry Local","Lake County","Perry","OH",1581,NA
"969","3622290","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","Nassau County","OYSTER BAY","NY",1578,NA
"970","2503360","Carver","Plymouth County","Carver","MA",1577,NA
"971","3904861","Bethel Local","Miami County","Tipp City","OH",1576,NA
"972","2303930","Cape Elizabeth Public Schools","Cumberland County","Cape Elizabeth","ME",1576,NA
"973","1800570","Blackford County Schools","Blackford County","Hartford City","IN",1572,NA
"974","2509270","Oxford","Worcester County","Oxford","MA",1572,NA
"975","5302130","Dieringer School District","Pierce County","Lake Tapps","WA",1570,NA
"976","1808310","Northwestern Con School Corp","Shelby County","Fairland","IN",1566,NA
"977","2728230","PERHAM-DENT PUBLIC SCHOOL DISTRICT","Otter Tail County","PERHAM","MN",1564,NA
"978","3413000","Pinelands Regional School District","Ocean County","Little Egg Harbor","NJ",1564,NA
"979","2507440","Mashpee","Barnstable County","Mashpee","MA",1563,NA
"980","0900690","Canton School District","Hartford County","Collinsville","CT",1562,NA
"981","1714430","Eureka CUD 140","Woodford County","Eureka","IL",1560,NA
"982","2932190","WINFIELD R-IV","Lincoln County","Winfield","MO",1558,NA
"983","5101690","GRAYSON CO PBLC SCHS","Grayson County","Independence","VA",1556,NA
"984","1726370","Mokena SD 159","Will County","Mokena","IL",1556,NA
"985","1806900","Mitchell Community Schools","Lawrence County","Mitchell","IN",1551,NA
"986","2504590","Easthampton","Hampshire County","Easthampton","MA",1544,NA
"987","2921510","MOUNTAIN GROVE R-III","Wright County","MOUNTAIN GROVE","MO",1544,NA
"988","1742480","Williamsville CUSD 15","Sangamon County","Williamsville","IL",1544,NA
"989","4102310","Brookings-Harbor SD 17C","Curry County","Brookings","OR",1541,NA
"990","3904778","Buckeye Local","Jefferson County","Dillonvale","OH",1541,NA
"991","5100480","BRUNSWICK CO PBLC SCHS","Brunswick County","Lawrenceville","VA",1538,NA
"992","1721780","Lake Forest CHSD 115","Lake County","Lake Forest","IL",1537,NA
"993","1806660","Mill Creek Community Sch Corp","Hendricks County","Clayton","IN",1534,NA
"994","1809180","Porter Township School Corp","Porter County","Valparaiso","IN",1533,NA
"995","2619800","Jefferson Schools (Monroe)","Monroe County","NEWPORT","MI",1530,NA
"996","3618480","MARCELLUS CENTRAL SCHOOL DISTRICT","Onondaga County","MARCELLUS","NY",1530,NA
"997","2927900","SENECA R-VII","Newton County","SENECA","MO",1523,NA
"998","4111610","South Umpqua SD 19","Douglas County","Myrtle Creek","OR",1521,NA
"999","5102710","NORTHAMPTON CO PBLC SCHS","Northampton County","Machipongo","VA",1520,NA
"1000","1802440","Crawford County Community Sch Corp","Crawford County","Marengo","IN",1517,NA
"1001","3409420","Manasquan School District","Monmouth County","Manasquan","NJ",1516,NA
"1002","3400777","KIPP: Cooper Norcross A New Jersey Nonprofit Corporation","Camden County","Newark","NJ",1513,NA
"1003","1708010","Byron CUSD 226","Ogle County","Byron","IL",1512,NA
"1004","2506930","Lincoln-Sudbury","Middlesex County","Sudbury","MA",1512,NA
"1005","3619110","MERRICK UNION FREE SCHOOL DISTRICT","Nassau County","MERRICK","NY",1512,NA
"1006","2700287","PLAINVIEW-ELGIN-MILLVILLE","Wabasha County","PLAINVIEW","MN",1511,NA
"1007","5514010","Somerset School District","St. Croix County","Somerset","WI",1509,NA
"1008","3306240","Somersworth School District","Strafford County","Somersworth","NH",1509,NA
"1009","4218330","Palisades SD","Bucks County","Kintnersville","PA",1504,NA
"1010","5000434","Southwest Vermont Union Elementary School District #87","Bennington County","Bennington","VT",1504,NA
"1011","3406330","HADDON HEIGHTS School District","Camden County","HADDON HEIGHTS","NJ",1503,NA
"1012","1804140","Monroe-Gregg School District","Morgan County","Monrovia","IN",1503,NA
"1013","2100360","Beechwood Independent","Kenton County","Fort Mitchell","KY",1502,NA
"1014","2503780","Cohasset","Norfolk County","Cohasset","MA",1500,NA
"1015","5005810","Mount Anthony UHSD #14","Bennington County","Bennington","VT",1500,NA
"1016","4203840","Bloomsburg Area SD","Columbia County","Bloomsburg","PA",1498,NA
"1017","2500554","Essex North Shore Agricultural and Technical School District","Essex County","Hathorne","MA",1492,NA
"1018","3007110","Columbia Falls Elem","Flathead County","Columbia Falls","MT",1491,NA
"1019","3406660","Hanover Park Regional High School District","Morris County","East Hanover","NJ",1489,NA
"1020","3611160","FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT","Nassau County","FLORAL PARK","NY",1488,NA
"1021","2506720","Leicester","Worcester County","Leicester","MA",1488,NA
"1022","3413710","Readington Township School District","Hunterdon County","Whitehouse Station","NJ",1486,NA
"1023","2926480","RICHMOND R-XVI","Ray County","RICHMOND","MO",1483,NA
"1024","3401950","Boonton Town School District","Morris County","Boonton","NJ",1482,NA
"1025","0691020","Merced County Office of Education","Merced County","Merced","CA",1478,NA
"1026","3904678","Edison Local (formerly Berlin-Milan)","Erie County","Milan","OH",1476,NA
"1027","1803300","Elwood Community School Corp","Madison County","Elwood","IN",1476,NA
"1028","4702610","Manchester","Coffee County","Manchester","TN",1475,NA
"1029","3629490","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Nassau County","VALLEY STREAM","NY",1475,NA
"1030","2921600","MT. VERNON R-V","Lawrence County","MT VERNON","MO",1474,NA
"1031","1733810","River Forest SD 90","Cook County","River Forest","IL",1469,NA
"1032","2920490","MARYVILLE R-II","Nodaway County","Maryville","MO",1464,NA
"1033","1741820","Western Springs SD 101","Cook County","Western Springs","IL",1461,NA
"1034","2913560","HALLSVILLE R-IV","Boone County","HALLSVILLE","MO",1456,NA
"1035","3407920","Kenilworth School District","Union County","Kenilworth","NJ",1455,NA
"1036","2000002","Smoky Valley","McPherson County","Lindsborg","KS",1452,NA
"1037","0620730","Lakeside Union","Kern County","Bakersfield","CA",1450,NA
"1038","0904290","Stafford School District","Tolland County","Stafford Springs","CT",1448,NA
"1039","0805490","Manitou Springs School District No. 14 in the county of El","El Paso County","MANITOU SPRINGS","CO",1441,NA
"1040","3305580","Pembroke School District","Merrimack County","Pembroke","NH",1440,NA
"1041","2619050","Ida Public School District","Monroe County","IDA","MI",1439,NA
"1042","3416200","Tinton Falls School District","Monmouth County","Tinton Falls","NJ",1436,NA
"1043","2505485","Greater Fall River Regional Vocational Technical","Bristol County","Fall River","MA",1433,NA
"1044","3411730","Northern Highlands Regional High School District","Bergen County","Allendale","NJ",1432,NA
