"","state","nces_original_name","ncesID","students"
"2572","MO","WORTH CO. R-III","2932300",293
"2573","MO","ZALMA R-V","2932490",225
"2574","MS","Bogue Chitto Elementary School","5900194",228
"2575","MS","CARROLL COUNTY SCHOOL DIST","2800930",923
"2576","MS","CHICKASAW CO SCHOOL DIST","2800960",512
"2577","MS","Choctaw Central High School","5900031",503
"2578","MS","Choctaw Central Middle School","5900078",194
"2579","MS","COAHOMA EARLY COLLEGE","2801100",267
"2580","MS","Conehatta Elementary School","5900111",201
"2581","MS","ELLISVILLE STATE SCHOOL ADM","2801192",7
"2582","MS","FORREST COUNTY AG HIGH SCHOOL","2801510",569
"2583","MS","HOLLANDALE SCHOOL DIST","2801890",570
"2584","MS","HUDSPETH CENTER ADMINISTRATION","2801196",5
"2585","MS","MARION CO SCHOOL DIST","2802820",2041
"2586","MS","MDHS DIVISION OF YOUTH SERVICES","2801191",46
"2587","MS","MS SCHOOL FOR MATH AND SCIENCE","2801194",238
"2588","MS","MS SCHOOL FOR THE ARTS","2800031",111
"2589","MS","MS SCHS FOR THE BLIND AND DEAF","2801189",131
"2590","MS","Pearl River Elementary School","5900123",537
"2591","MS","Red Water Elementary School","5900172",158
"2592","MS","ROGER AMOS MCMURTRY ADM","2800183",31
"2593","MS","Standing Pine Elementary School","5900053",142
"2594","MS","Tucker Elementary School","5900100",117
"2595","MT","Absarokee Elem","3001710",127
"2596","MT","Absarokee H S","3001740",80
"2597","MT","Alberton K-12 Schools","3001860",149
"2598","MT","Alder Elem","3017460",25
"2599","MT","Alzada Elem","3001950",8
"2600","MT","Amsterdam Elem","3001980",143
"2601","MT","Anaconda H S","3002030",313
"2602","MT","Anderson Elem","3002070",197
"2603","MT","Arlee Elem","3002220",302
"2604","MT","Arrowhead Elem","3002300",51
"2605","MT","Auchard Creek Elem","3002490",11
"2606","MT","Augusta Elem","3002430",71
"2607","MT","Augusta H S","3002450",20
"2608","MT","Avon Elem","3002550",25
"2609","MT","Ayers Elem","3002570",6
"2610","MT","Bainville K-12 Schools","3002640",171
"2611","MT","Baker K-12 Schools","3002730",457
"2612","MT","Basin Elem","3002820",18
"2613","MT","Bear Paw Elem","3003000",5
"2614","MT","Beaverhead County H S","3003090",326
"2615","MT","Belfry K-12 Schools","3003270",56
"2616","MT","Belgrade H S","3003330",1001
"2617","MT","Belt Elem","3003420",251
"2618","MT","Belt H S","3003450",81
"2619","MT","Benton Lake Elem","3003480",6
"2620","MT","Biddle Elem","3003600",4
"2621","MT","Big Sandy K-12","3003750",199
"2622","MT","Big Timber Elem","3003800",310
"2623","MT","Bigfork Elem","3003820",594
"2624","MT","Bigfork H S","3003840",339
"2625","MT","Billings H S","3003900",5473
"2626","MT","Birney Elem","3003990",7
"2627","MT","Bloomfield Elem","3004200",6
"2628","MT","Blue Creek Elem","3004230",189
"2629","MT","Bonner Elem","3004260",334
"2630","MT","Box Elder H S","3004500",97
"2631","MT","Bozeman H S","3004590",2243
"2632","MT","Bridger K-12 Schools","3004800",200
"2633","MT","Broadus Elem","3000006",127
"2634","MT","Broadview Elem","3004890",90
"2635","MT","Broadview H S","3004920",41
"2636","MT","Brockton Elem","3005010",95
"2637","MT","Brorson Elem","3005130",8
"2638","MT","Browning H S","3005190",595
"2639","MT","Butte H S","3005310",1216
"2640","MT","Bynum Elem","3005330",26
"2641","MT","Canyon Creek Elem","3005460",247
"2642","MT","Cardwell Elem","3005550",31
"2643","MT","Carter County H S","3005610",42
"2644","MT","Carter Elem","3005760",11
"2645","MT","Cascade Elem","3005880",203
"2646","MT","Cascade H S","3005910",92
"2647","MT","Cayuse Prairie Elem","3005990",257
"2648","MT","Centerville Elem","3025130",240
"2649","MT","Centerville H S","3025140",66
"2650","MT","Charlo Elem","3006112",165
"2651","MT","Charlo H S","3006115",86
"2652","MT","Chester-Joplin-Inverness El","3000098",182
"2653","MT","Chester-Joplin-Inverness HS","3000101",48
"2654","MT","Chinook Elem","3006260",239
"2655","MT","Chinook H S","3006270",108
"2656","MT","Choteau Elem","3006320",238
"2657","MT","Choteau H S","3006330",113
"2658","MT","Circle Elem","3006790",130
"2659","MT","Circle H S","3006810",63
"2660","MT","Clancy Elem","3006840",340
"2661","MT","Cleveland Elem","3004050",3
"2662","MT","Clinton Elem","3006870",196
"2663","MT","Cohagen Elem","3007030",16
"2664","MT","Colstrip H S","3007080",166
"2665","MT","Columbia Falls H S","3007140",658
"2666","MT","Columbus H S","3007200",213
"2667","MT","Conrad Elem","3007330",344
"2668","MT","Conrad H S","3007320",124
"2669","MT","Cooke City Elem","3007350",5
"2670","MT","Cottonwood Elem","3007500",14
"2671","MT","Cottonwood Elem","3014150",17
"2672","MT","Creston Elem","3007710",118
"2673","MT","Culbertson Elem","3007830",191
"2674","MT","Culbertson H S","3007860",84
"2675","MT","Custer County H S","3007930",510
"2676","MT","Custer K-12 Schools","3008130",85
"2677","MT","Cut Bank H S","3008190",210
"2678","MT","Darby K-12 Schools","3008280",329
"2679","MT","Davey Elem","3008310",13
"2680","MT","Dawson H S","3008340",333
"2681","MT","Deer Creek Elem","3008470",12
"2682","MT","Deer Lodge Elem","3008670",400
"2683","MT","Deer Park Elem","3008700",173
"2684","MT","Deerfield Elem","3008730",15
"2685","MT","Denton Elem","3008860",24
"2686","MT","Denton H S","3008850",15
"2687","MT","Dept of Corrections-Youth","3000091",21
"2688","MT","DeSmet Elem","3008880",99
"2689","MT","Divide Elem","3009000",7
"2690","MT","Dixon Elem","3009030",63
"2691","MT","Drummond Elem","3009180",98
"2692","MT","Drummond H S","3009210",57
"2693","MT","Dupuyer Elem","3009330",18
"2694","MT","Dutton/Brady K-12 Schools","3000102",133
"2695","MT","East Glacier Park Elem","3009510",57
"2696","MT","Ekalaka Elem","3009670",96
"2697","MT","Elder Grove Elem","3009720",617
"2698","MT","Elliston Elem","3009780",18
"2699","MT","Elysian Elem","3009840",410
"2700","MT","Ennis K-12 Schools","3009930",374
"2701","MT","Fair-Mont-Egan Elem","3010230",169
"2702","MT","Fairfield Elem","3010140",198
"2703","MT","Fairfield H S","3010170",121
"2704","MT","Fairview Elem","3010210",190
"2705","MT","Fairview H S","3010290",124
"2706","MT","Fergus H S","3010530",306
"2707","MT","Fishtail Elem","3010800",15
"2708","MT","Flathead H S","3015420",2844
"2709","MT","Florence-Carlton K-12 Schls","3011100",835
"2710","MT","Forsyth Elem","3011160",212
"2711","MT","Forsyth H S","3011190",101
"2712","MT","Fort Benton Elem","3011240",223
"2713","MT","Fort Benton H S","3011260",94
"2714","MT","Fortine Elem","3011340",91
"2715","MT","Frazer H S","3011460",29
"2716","MT","Froid Elem","3011550",78
"2717","MT","Froid H S","3011580",22
"2718","MT","Fromberg K-12","3011650",129
"2719","MT","Frontier Elem","3011670",133
"2720","MT","Galata Elem","3011730",6
"2721","MT","Gallatin Gateway Elem","3011790",173
"2722","MT","Gardiner Elem","3011820",100
"2723","MT","Gardiner H S","3011850",58
"2724","MT","Garfield County H S","3011880",48
"2725","MT","Garrison Elem","3021480",15
"2726","MT","Geraldine K-12","3012210",58
"2727","MT","GEYSER K-12 SCHOOLS","3012300",13
"2728","MT","Gildford Colony Elem","3012350",14
"2729","MT","Gold Creek Elem","3012570",5
"2730","MT","Golden Ridge Elem","3012600",37
"2731","MT","Grant Elem","3012900",6
"2732","MT","Grass Range Elem","3012960",56
"2733","MT","Grass Range H S","3012990",14
"2734","MT","Great Falls H S","3013050",2943
"2735","MT","Greenfield Elem","3013110",105
"2736","MT","Greycliff Elem","3013140",6
"2737","MT","Hall Elem","3013200",15
"2738","MT","Hardin H S","3013340",509
"2739","MT","Harlem H S","3013400",166
"2740","MT","Harlowton K-12","3013470",272
"2741","MT","Harrison K-12 Schools","3013530",81
"2742","MT","Havre H S","3013590",504
"2743","MT","Hawks Home Elem","3013280",17
"2744","MT","Helena Elem","3000005",5338
"2745","MT","Helena Flats Elem","3013800",234
"2746","MT","Helena H S","3013830",2693
"2747","MT","Helmville Elem","3013890",15
"2748","MT","Highwood K-12","3014070",112
"2749","MT","Hinsdale Elem","3014340",43
"2750","MT","Hinsdale H S","3014370",26
"2751","MT","Hobson K-12 Schools","3014430",119
"2752","MT","Hot Springs K-12","3014640",192
"2753","MT","Hysham K-12 Schools","3014760",71
"2754","MT","Independent Elem","3014820",310
"2755","MT","Jackson Elem","3015060",5
"2756","MT","Jefferson H S","3015120",289
"2757","MT","Joliet Elem","3015200",250
"2758","MT","Joliet H S","3015260",106
"2759","MT","Jordan Elem","3015340",98
"2760","MT","Judith Gap Elem","3015360",15
"2761","MT","Judith Gap H S","3015390",5
"2762","MT","Kester Elem","3015510",4
"2763","MT","Kila Elem","3015570",200
"2764","MT","King Colony Elem","3015610",9
"2765","MT","Kinsey Elem","3007980",59
"2766","MT","Kircher Elem","3015640",38
"2767","MT","Knees Elem","3015690",6
"2768","MT","Lambert Elem","3015990",93
"2769","MT","Lambert H S","3016020",34
"2770","MT","Lame Deer H S","3000095",132
"2771","MT","LaMotte Elem","3016110",67
"2772","MT","Laurel H S","3016230",641
"2773","MT","Lavina K-12 Schools","3016290",60
"2774","MT","Liberty Elem","3000093",78
"2775","MT","Lima K-12 Schools","3016710",60
"2776","MT","Lincoln County H S","3016770",275
"2777","MT","Lincoln K-12 Schools","3016810",131
"2778","MT","Lindsay Elem","3008400",5
"2779","MT","Lodge Grass H S","3017040",194
"2780","MT","Lolo Elem","3017130",532
"2781","MT","Lone Rock Elem","3017190",191
"2782","MT","Lustre Elem","3017340",52
"2783","MT","Luther Elem","3017370",19
"2784","MT","Malmborg Elem","3017520",12
"2785","MT","Malta K-12 Schools","3017580",466
"2786","MT","Manhattan High School","3017640",259
"2787","MT","Manhattan School","3017610",489
"2788","MT","Marion Elem","3017700",146
"2789","MT","McCormick Elem","3006030",12
"2790","MT","McLeod Elem","3018060",7
"2791","MT","Medicine Lake K-12 Schools","3018170",79
"2792","MT","Melrose Elem","3018210",6
"2793","MT","Melstone Elem","3018240",41
"2794","MT","Melstone H S","3018270",27
"2795","MT","Melville Elem","3018290",28
"2796","MT","Miami Elem","3021150",31
"2797","MT","Missoula H S","3018540",3620
"2798","MT","Molt Elem","3018660",4
"2799","MT","Monforton Elem","3018750",622
"2800","MT","Mont Sch for Deaf Blind","3000100",30
"2801","MT","Montana City Elem","3018780",503
"2802","MT","Moore Elem","3018870",58
"2803","MT","Moore H S","3018900",26
"2804","MT","Morin Elem","3018960",40
"2805","MT","Mountain View Elem","3000004",12
"2806","MT","Nashua K-12 Schools","3019170",99
"2807","MT","North Harlem Colony Elem","3019310",13
"2808","MT","North Star Elem","3000096",125
"2809","MT","North Star HS","3000097",53
"2810","MT","Northern Cheyenne Tribal School","5900041",193
"2811","MT","Noxon Elem","3000090",137
"2812","MT","Noxon H S","3019500",67
"2813","MT","Nye Elem","3019530",2
"2814","MT","Olney-Bissell Elem","3010950",78
"2815","MT","Opheim K-12 Schools","3019740",24
"2816","MT","Ovando Elem","3019950",10
"2817","MT","Park City Elem","3020040",210
"2818","MT","Park City H S","3020070",98
"2819","MT","Park H S","3020100",418
"2820","MT","Pass Creek Elem","3020170",14
"2821","MT","Pendroy Elem","3020240",12
"2822","MT","Philipsburg K-12 Schools","3012840",162
"2823","MT","Pine Creek Elem","3020670",34
"2824","MT","Pine Grove Elem","3020690",5
"2825","MT","Pioneer Elem","3020790",71
"2826","MT","Plains K-12","3020850",475
"2827","MT","Pleasant Valley Elem","3020880",5
"2828","MT","Plenty Coups H S","3013360",57
"2829","MT","Plentywood K-12 Schools","3020960",353
"2830","MT","Plevna K-12 Schools","3021000",104
"2831","MT","Polaris Elem","3021030",7
"2832","MT","Polson H S","3021090",481
"2833","MT","Poplar H S","3021270",248
"2834","MT","Potomac Elem","3021330",84
"2835","MT","Powder River Co Dist H S","3004860",61
"2836","MT","Powell County H S","3021450",187
"2837","MT","Power Elem","3021510",89
"2838","MT","Power H S","3021540",33
"2839","MT","Ramsay Elem","3021850",152
"2840","MT","Rapelje Elem","3021870",35
"2841","MT","Rapelje H S","3021900",22
"2842","MT","Rau Elem","3021960",59
"2843","MT","Red Lodge Elem","3022080",321
"2844","MT","Red Lodge H S","3022110",191
"2845","MT","Reed Point Elem","3022230",35
"2846","MT","Reed Point H S","3022260",18
"2847","MT","Reichle Elem","3022290",19
"2848","MT","Richey Elem","3022370",40
"2849","MT","Richey H S","3022410",26
"2850","MT","Roberts K-12 Schools","3022710",103
"2851","MT","Rocky Boy H S","3028911",140
"2852","MT","Ronan H S","3022800",335
"2853","MT","Rosebud K-12","3022920",50
"2854","MT","Ross Elem","3011990",2
"2855","MT","Roundup Elem","3023040",364
"2856","MT","Roundup High School","3023070",179
"2857","MT","Roy K-12 Schools","3023160",36
"2858","MT","Ryegate K-12 Schools","3023340",48
"2859","MT","S Y Elem","3008010",6
"2860","MT","Saco Elem","3023370",35
"2861","MT","Saco H S","3023400",13
"2862","MT","Sand Springs Elem","3012060",2
"2863","MT","Savage Elem","3023520",91
"2864","MT","Savage H S","3023550",22
"2865","MT","Scobey K-12 Schools","3023670",273
"2866","MT","Seeley Lake Elem","3023730",157
"2867","MT","Shelby Elem","3023900",324
"2868","MT","Shelby H S","3023910",125
"2869","MT","Shepherd Elem","3023940",581
"2870","MT","Shepherd H S","3023970",259
"2871","MT","Sheridan Elem","3024150",130
"2872","MT","Sheridan H S","3024180",63
"2873","MT","Shields Valley Elem","3000932",142
"2874","MT","Shields Valley H S","3000933",58
"2875","MT","Sidney Elem","3024200",934
"2876","MT","Simms H S","3024330",100
"2877","MT","Smith Valley Elem","3002850",210
"2878","MT","Somers Elem","3000002",576
"2879","MT","Spring Creek Colony Elem","3024690",4
"2880","MT","Spring Creek Elem","3003660",6
"2881","MT","Springhill Elem","3024810",14
"2882","MT","St Regis K-12 Schools","3024930",167
"2883","MT","Stanford K-12 Schools","3024990",117
"2884","MT","Stevensville H S","3025050",402
"2885","MT","Sun River Valley Elem","3024300",201
"2886","MT","Sunburst K-12 Schools","3025320",133
"2887","MT","Sunset Elem","3025380",13
"2888","MT","Superior K-12 Schools","3025470",318
"2889","MT","Swan Lake-Salmon Elem","3015930",3
"2890","MT","Swan River Elem","3025500",190
"2891","MT","Swan Valley Elem","3025530",29
"2892","MT","Sweet Grass County H S","3025560",170
"2893","MT","Target Range Elem","3025890",606
"2894","MT","Terry K-12 Schools","3025950",134
"2895","MT","Thompson Falls Elem","3026070",282
"2896","MT","Thompson Falls H S","3026100",156
"2897","MT","Three Forks Elem","3026160",527
"2898","MT","Three Forks H S","3026190",226
"2899","MT","Townsend K-12 Schools","3004980",647
"2900","MT","Trail Creek Elem","3026400",4
"2901","MT","Trego Elem","3026460",10
"2902","MT","Trinity Elem","3026490",19
"2903","MT","Trout Creek Elem","3026520",57
"2904","MT","Troy H S","3026580",141
"2905","MT","Turner Elem","3026640",56
"2906","MT","Turner H S","3026670",16
"2907","MT","Twin Bridges K-12 Schools","3026730",211
"2908","MT","Two Eagle River School","5900178",98
"2909","MT","Ulm Elem","3026880",128
"2910","MT","Upper West Shore Elem","3015900",73
"2911","MT","Valier Elem","3027060",100
"2912","MT","Valier H S","3027090",46
"2913","MT","Valley View Elem","3027150",28
"2914","MT","Vaughn Elem","3005850",161
"2915","MT","Victor K-12 Schools","3027270",255
"2916","MT","Vida Elem","3027340",17
"2917","MT","West Glacier Elem","3000094",65
"2918","MT","West Valley Elem","3027570",704
"2919","MT","West Yellowstone K-12","3027630",300
"2920","MT","Westby K-12 Schools","3027730",62
"2921","MT","White Sulphur Spgs K-12","3028770",212
"2922","MT","Whitefish H S","3027790",579
"2923","MT","Whitehall Elem","3027810",309
"2924","MT","Whitehall H S","3027840",132
"2925","MT","Whitewater K-12 Schools","3027930",43
"2926","MT","Wibaux K-12 Schools","3028020",164
"2927","MT","Willow Creek Elem","3028140",49
"2928","MT","Willow Creek H S","3028170",11
"2929","MT","Winifred K-12 Schools","3028380",110
"2930","MT","Winnett K-12 Schools","3028470",65
"2931","MT","Wisdom Elem","3028500",14
"2932","MT","Wise River Elem","3010820",8
"2933","MT","Wolf Creek Elem","3028550",15
"2934","MT","Wolf Point H S","3028620",222
"2935","MT","Woodman Elem","3028650",37
"2936","MT","Yaak Elem","3028830",5
"2937","MT","YELLOWSTONE 14","3820340",80
"2938","MT","Yellowstone Academy Elem","3028860",50
"2939","MT","Zurich Elem","3028910",20
"2940","NC","Appalachian State U Academy Middle Fork","3700427",280
"2941","NC","Catamount School","3700421",59
"2942","NC","Cherokee Central Elementary School","5900066",606
"2943","NC","Cherokee Central High School","5900101",582
"2944","NC","D.C. Virgo Preparatory Academy","3700429",216
"2945","NC","Deaf and Blind Schools","3700320",182
"2946","NC","East Carolina Community School","3700419",117
"2947","NC","Innovative School District","3700442",216
"2948","NC","Moss Street Partnership School","3700431",383
"2949","NC","Northeast Regional School - Biotech/Agri","3700321",194
"2950","ND","ALEXANDER 2","3801760",281
"2951","ND","ANAMOOSE 14","3801950",81
"2952","ND","APPLE CREEK 39","3802014",59
"2953","ND","ASHLEY 9","3802170",140
"2954","ND","BAKKER 10","3802240",9
"2955","ND","BARNES COUNTY NORTH 7","3800060",268
"2956","ND","BEACH 3","3802380",269
"2957","ND","BELFIELD 13","3806210",285
"2958","ND","BEULAH 27","3800032",734
"2959","ND","BILLINGS CO 1","3802840",96
"2960","ND","BOTTINEAU 1","3803060",647
"2961","ND","BOWBELLS 14","3803090",77
"2962","ND","BOWMAN CO 1","3803200",530
"2963","ND","BURKE CENTRAL 36","3803590",95
"2964","ND","CARRINGTON 49","3800053",519
"2965","ND","CAVALIER 6","3800018",448
"2966","ND","CENTER-STANTON 1","3800052",250
"2967","ND","CENTRAL CASS 17","3804090",958
"2968","ND","CENTRAL VALLEY 3","3804140",203
"2969","ND","Circle of Nations","5900095",110
"2970","ND","DAKOTA PRAIRIE 1","3800040",297
"2971","ND","DIVIDE COUNTY 1","3805160",384
"2972","ND","DRAKE 57","3800029",70
"2973","ND","DRAYTON 19","3805340",188
"2974","ND","DUNSEITH 1","3805460",530
"2975","ND","Dunseith Day School","5900149",239
"2976","ND","EDGELEY 3","3805850",252
"2977","ND","EDMORE 2","3805950",42
"2978","ND","EIGHT MILE 6","3806010",306
"2979","ND","ELGIN-NEW LEIPZIG 49","3800045",169
"2980","ND","ELLENDALE 40","3806090",341
"2981","ND","EMERADO 127","3806360",107
"2982","ND","ENDERLIN AREA 24","3800061",301
"2983","ND","FAIRMOUNT 18","3806690",96
"2984","ND","FESSENDEN-BOWDON 25","3800049",169
"2985","ND","FINLEY-SHARON 19","3806910",76
"2986","ND","FLASHER 39","3806930",246
"2987","ND","FORDVILLE-LANKIN 5","3800056",41
"2988","ND","FT RANSOM 6","3800033",28
"2989","ND","GACKLE-STREETER 56","3800043",105
"2990","ND","GARRISON 51","3807590",401
"2991","ND","GLEN ULLIN 48","3807830",151
"2992","ND","GLENBURN 26","3807850",255
"2993","ND","GOODRICH 16","3807950",22
"2994","ND","GRENORA 99","3808460",189
"2995","ND","GRIGGS COUNTY CENTRAL 18","3804560",258
"2996","ND","HALLIDAY 19","3808610",32
"2997","ND","HANKINSON 8","3808710",264
"2998","ND","HARVEY 38","3808890",381
"2999","ND","HATTON EIELSON 7","3809000",190
"3000","ND","HAZELTON-MOFFIT-BRADDOCK 6","3809130",137
"3001","ND","HAZEN 3","3800031",580
"3002","ND","HEBRON 13","3809180",163
"3003","ND","HETTINGER 13","3809410",293
"3004","ND","HILLSBORO 9","3809570",510
"3005","ND","HORSE CREEK 32","3809810",11
"3006","ND","KENMARE 28","3810180",293
"3007","ND","KENSAL 19","3810260",42
"3008","ND","KIDDER COUNTY 1","3800389",393
"3009","ND","KILLDEER 16","3810270",649
"3010","ND","KINDRED 2","3800025",808
"3011","ND","KULM 7","3810500",134
"3012","ND","LAKOTA 66","3810600",171
"3013","ND","LAMOURE 8","3810740",285
"3014","ND","LANGDON AREA 23","3810810",418
"3015","ND","LARIMORE 44","3810860",401
"3016","ND","LEEDS 6","3810980",133
"3017","ND","LEWIS AND CLARK 161","3800058",423
"3018","ND","LIDGERWOOD 28","3811140",178
"3019","ND","LINTON 36","3800017",264
"3020","ND","LISBON 19","3811430",604
"3021","ND","LITCHVILLE-MARION 46","3800057",134
"3022","ND","LITTLE HEART 4","3811540",21
"3023","ND","LONE TREE 6","3811610",34
"3024","ND","MADDOCK 9","3811700",129
"3025","ND","Mandaree Day School","5900189",207
"3026","ND","MANNING 45","3811970",6
"3027","ND","MANVEL 125","3812000",188
"3028","ND","MAPLE VALLEY 4","3812020",239
"3029","ND","MAPLETON 7","3812030",168
"3030","ND","MARMARTH 12","3812120",26
"3031","ND","MARMOT SCHOOLS","3800005",43
"3032","ND","MAX 50","3812350",198
"3033","ND","MAY-PORT CG 14","3800041",507
"3034","ND","MCCLUSKY 19","3812430",90
"3035","ND","MEDINA 3","3812660",173
"3036","ND","MENOKEN 33","3812720",45
"3037","ND","MIDKOTA 7","3800042",186
"3038","ND","MIDWAY 128","3812920",184
"3039","ND","MILNOR 2","3812930",223
"3040","ND","MINNEWAUKAN 5","3812990",264
"3041","ND","MINTO 20","3813050",303
"3042","ND","MOHALL-LANSFORD-SHERWOOD 1","3800050",345
"3043","ND","MONTPELIER 14","3813230",113
"3044","ND","MOTT-REGENT 1","3800046",196
"3045","ND","MT PLEASANT 4","3813400",277
"3046","ND","MUNICH 19","3813440",91
"3047","ND","NAPOLEON 2","3813510",226
"3048","ND","NAUGHTON 25","3800015",9
"3049","ND","ND SCHOOL FOR THE DEAF","3800006",13
"3050","ND","NEDROSE 4","3813660",583
"3051","ND","NEW ENGLAND 9","3800027",309
"3052","ND","NEW ROCKFORD-SHEYENNE 2","3800059",341
"3053","ND","NEW SALEM-ALMONT 49","3800392",336
"3054","ND","NEWBURG-UNITED 54","3800825",95
"3055","ND","NORTH BORDER 100","3800054",345
"3056","ND","NORTH SARGENT 3","3814290",215
"3057","ND","NORTH STAR 10","3800390",306
"3058","ND","NORTHERN CASS 97","3800044",652
"3059","ND","NORTHWOOD 129","3814340",318
"3060","ND","OAKES 41","3814500",507
"3061","ND","Ojibwa Indian School","5900068",249
"3062","ND","PARK RIVER AREA 8","3800401",449
"3063","ND","PARSHALL 3","3814940",276
"3064","ND","PINGREE-BUCHANAN 10","3815150",152
"3065","ND","POWERS LAKE 27","3800024",212
"3066","ND","RICHARDTON-TAYLOR 34","3800048",348
"3067","ND","RICHLAND 44","3800036",273
"3068","ND","ROLETTE 29","3816050",151
"3069","ND","ROOSEVELT 18","3816090",65
"3070","ND","SARGENT CENTRAL 6","3816430",174
"3071","ND","SAWYER 16","3816470",47
"3072","ND","SCRANTON 33","3800023",133
"3073","ND","SOLEN 3","3816980",213
"3074","ND","SOUTH HEART 9","3817130",393
"3075","ND","SOUTH PRAIRIE 70","3817170",485
"3076","ND","ST THOMAS 43","3817520",50
"3077","ND","Standing Rock Community School","5900067",527
"3078","ND","STANLEY 2","3817570",723
"3079","ND","STARKWEATHER 44","3817670",60
"3080","ND","STERLING 35","3817760",9
"3081","ND","STRASBURG 15","3800016",136
"3082","ND","SURREY 41","3817910",413
"3083","ND","SWEET BRIAR 17","3817940",21
"3084","ND","Tate Topa Tribal School","5900058",440
"3085","ND","Theodore Jamerson Elementary","5900096",135
"3086","ND","THOMPSON 61","3818280",571
"3087","ND","TURTLE LAKE-MERCER 72","3818500",184
"3088","ND","Turtle Mountain Elementary School","5900106",598
"3089","ND","Turtle Mountain High School","5900158",474
"3090","ND","Turtle Mountain Middle School","5900025",342
"3091","ND","Twin Buttes Day School","5900077",24
"3092","ND","UNDERWOOD 8","3818660",224
"3093","ND","UNITED 7","3818730",691
"3094","ND","VALLEY CITY 2","3818850",1100
"3095","ND","VALLEY-EDINBURG 118","3800397",195
"3096","ND","VELVA 1","3817040",474
"3097","ND","WASHBURN 4","3819290",326
"3098","ND","WESTHOPE 17","3819470",145
"3099","ND","WHITE SHIELD 85","3819680",145
"3100","ND","WILLIAMS COUNTY 8","3813760",814
"3101","ND","WILTON 1","3813200",246
"3102","ND","WING 28","3820130",76
"3103","ND","WISHEK 19","3820190",221
"3104","ND","WYNDMERE 42","3820310",259
"3105","ND","ZEELAND 4","3820400",33
"3106","NE","BLAIR COMMUNITY SCHOOLS","3104100",2305
"3107","NE","BRUNING-DAVENPORT UNIFIED SYS","3100124",193
"3108","NE","DONIPHAN-TRUMBULL PUBLIC SCHS","3100121",460
"3109","NE","ELKHORN VALLEY SCHOOLS","3100025",428
"3110","NE","FREMONT PUBLIC SCHOOLS","3170710",4869
"3111","NE","GENEVA NORTH SCHOOL","3100051",20
"3112","NE","GERING PUBLIC SCHOOLS","3100098",2049
"3113","NE","GRAND ISLAND PUBLIC SCHOOLS","3100016",10070
"3114","NE","HYANNIS AREA SCHOOLS","3172210",134
"3115","NE","NCYF COMMUNITY HIGH SCHOOL","3100177",44
"3116","NE","NELIGH-OAKDALE SCHOOLS","3174220",390
"3117","NE","NORTH PLATTE PUBLIC SCHOOLS","3100022",4117
"3118","NE","OMAHA PUBLIC SCHOOLS","3174820",53483
"3119","NE","PINE RIDGE JOB CORPS","3100047",79
"3120","NE","PLATTSMOUTH COMMUNITY SCHOOLS","3175660",1621
"3121","NE","RALSTON PUBLIC SCHOOLS","3175900",3378
"3122","NE","SILVER LAKE PUBLIC SCHOOLS","3100066",260
"3123","NE","SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS","3175630",1152
"3124","NE","TEKAMAH-HERMAN COMMUNITY SCHS","3100071",520
"3125","NE","UNIVERSITY OF NEBRASKA HIGH SCHOOL","3100059",153
"3126","NE","WAVERLY SCHOOL DISTRICT 145","3100021",2142
"3127","NE","WEST KEARNEY HIGH SCHOOL","3100046",86
"3128","NE","WINSIDE PUBLIC SCHOOLS","3178840",212
"3129","NE","WOOD RIVER RURAL SCHOOLS","3178940",521
"3130","NH","Allenstown School District","3301380",356
"3131","NH","Alton School District","3301440",441
"3132","NH","Amherst School District","3301470",1309
"3133","NH","Andover School District","3301500",250
"3134","NH","Ashland School District","3301560",169
"3135","NH","Auburn School District","3301590",654
"3136","NH","Barnstead School District","3301620",479
"3137","NH","Barrington School District","3301650",965
"3138","NH","Bartlett School District","3301680",208
"3139","NH","Bath School District","3301710",79
"3140","NH","Berlin School District","3301860",1116
"3141","NH","Bethlehem School District","3301890",154
"3142","NH","Bow School District","3301950",1687
"3143","NH","Brentwood School District","3302010",303
"3144","NH","Brookline School District","3302070",574
"3145","NH","Campton School District","3302100",302
"3146","NH","Candia School District","3302130",290
"3147","NH","Chester School District","3302250",500
"3148","NH","Chesterfield School District","3302280",291
"3149","NH","Chichester School District","3302310",217
"3150","NH","Claremont School District","3302340",1768
"3151","NH","Coe Brown Academy School District","3307330",690
"3152","NH","Colebrook School District","3302400",337
"3153","NH","Cornish School District","3302520",104
"3154","NH","Croydon School District","3302550",26
"3155","NH","Deerfield School District","3302580",533
"3156","NH","Dover School District","3302640",3966
"3157","NH","Dresden School District","3302670",1102
"3158","NH","Dummer School District","3302730",1
"3159","NH","Dunbarton School District","3302760",239
"3160","NH","East Kingston School District","3302790",133
"3161","NH","Epsom School District","3302910",409
"3162","NH","Errol School District","3302940",15
"3163","NH","Exeter Region Coop School District","3300017",2767
"3164","NH","Exeter School District","3302970",960
"3165","NH","Freedom School District","3303120",54
"3166","NH","Fremont School District","3303150",396
"3167","NH","Gilford School District","3303180",1158
"3168","NH","Gilmanton School District","3303210",413
"3169","NH","Gorham Randolph Shelburne Coop School District","3300035",387
"3170","NH","Goshen School District","3303304",1
"3171","NH","Grantham School District","3303360",248
"3172","NH","Greenland School District","3303420",422
"3173","NH","Hampstead School District","3303480",870
"3174","NH","Hampton Falls School District","3303540",212
