"","state","acfrs_original_name","acfrsID","ncesID"
"1972","AR","Barton School District","1027228",NA
"1973","TX","Region 18 Education Service Center","41696",NA
"1974","NM","Isleta Elementary School","57938",NA
"1975","NY","Island Park Union Free School District","90152",NA
"1976","NY","Board of Cooperative Educational Services of Rockland County","36365",NA
"1977","NY","Board of Cooperative Educational Services of Nassau County","45052",NA
"1978","AR","South Central Service Cooperative","101689",NA
"1979","IL","Mokena Public Schools District 159","93875",NA
"1980","AR","Cross County School District No.7","98665",NA
"1981","OH","Collins Career Center","57390",NA
"1982","OH","Mid-Ohio Educational Service Center","65312",NA
"1983","OH","Montgomery County Educational Service Center","37196",NA
"1984","OH","Mechanicsburg Exempted Village School District","83707",NA
"1985","OH","Miami East Local School District","83748",NA
"1986","OH","Ottawa Hills Local School District","84042",NA
"1987","OH","Scioto County Career Technical Center","37249",NA
"1988","OH","Frontier Local School District","83146",NA
"1989","OH","Educational Service Center of Central Ohio","91095",NA
"1990","OH","Educational Service Center of Northeast Ohio","37068",NA
"1991","OH","Twin Valley Community Local School District","84604",NA
"1992","OK","Agra Public Schools I-134","400127",NA
"1993","OK","Buffalo Valley Public School District I-3","400142",NA
"1994","OK","Banner Public School District No. 31","146863",NA
"1995","OK","Depew Public Schools","147049",NA
"1996","OK","Allen-Bowden Public Schools","400130",NA
"1997","OK","Deer Creek Public Schools-ISD No.6","190781",NA
"1998","OK","Harrah Public School District ISD 7","190810",NA
"1999","OK","Howe Public Schools","400172",NA
"2000","OK","North Rock Creek School District C-10","200042",NA
"2001","OK","Putnam City School District I-1","198307",NA
"2002","CO","Buena Vista School District R-31","400207",NA
"2003","MS","Marion County School District","35049",NA
"2004","OK","Shady Grove School District C-26","400274",NA
"2005","OK","Sequoyah County Educational Facilities Authority","400272",NA
"2006","OK","Wayne Independent School District No. 10","147727",NA
"2007","OK","Turkey Ford Public Schools","147679",NA
"2008","CA","Yreka Union High School District","146804",NA
"2009","OR","Clatskanie School District No. 6j","90798",NA
"2010","OR","Jefferson School District No. 14j","94019",NA
"2011","OR","Lebanon Community School District No. 9","86149",NA
"2012","CO","Wiggins School District Re-50j","400401",NA
"2013","MA","King Philip Regional School District","400408",NA
"2014","CA","Sonora School District","146662",NA
"2015","IN","Michigan City Area Schools","65243",NA
"2016","IL","District 50 Schools","400404",NA
"2017","GA","Baker County Board of Education","189183",NA
"2018","IL","Bureau, Henry, and Stark Counties Regional Office of Education No. 28","47467",NA
"2019","IN","Metropolitan School District of Southwest Allen County","170639",NA
"2020","AZ","East Valley Institute of Technology School District No. 401","44602",NA
"2021","IL","Champaign and Ford Counties Regional Office of Education No. 9","400485",NA
"2022","AZ","Antelope Union High School District No. 50","400460",NA
"2023","IL","Pleasant Valley School Dist. No. 62","400464",NA
"2024","IL","Regional Office of Education 21","400465",NA
"2025","MA","Lower Pioneer Valley Educational Collaborative","171166",NA
"2026","MA","Manchester-Essex Regional School District","400495",NA
"2027","ME","Maine School Administrative District No. 8","400496",NA
"2028","MT","Roundup Public School Districts No. 55 and 55h","400503",NA
"2029","FL","Andrews High School","68492",NA
"2030","FL","Berkley Elementary School District","68616",NA
"2031","FL","Gulf Coast Elementary School","399107",NA
"2032","NH","Milton New Hampshire School District","54395",NA
"2033","FL","Palm Pointe Educational Research School at Tradition","69899",NA
"2034","CA","Wasco Union Elementary School District","146756",NA
"2035","NJ","Hudson County Schools of Technology","35621",NA
"2036","NJ","Roselle Park School District","398629",NA
"2037","NJ","Cedar Grove Public Schools","398598",NA
"2038","NJ","Waterford Township Board of Education","398640",NA
"2039","NJ","East Greenwich Board of Education","398603",NA
"2040","OH","Auglaize County Educational Service Center","52127",NA
"2041","OH","Muskingum Valley Educational Service Center","43879",NA
"2042","OH","Columbus Grove Local School District","82854",NA
"2043","MT","Great Divide Education Services","43164",NA
"2044","MT","Arlee Public Schools","35408",NA
"2045","OR","Malheur Educational Service District","164430",NA
"2046","OH","Ross-Pike Educational Service District","46519",NA
"2047","NY","Holland Central School District","99121",NA
"2048","PA","Berks County Intermediate Unit","400715",NA
"2049","PA","School District of the City of Jeannette","87497",NA
"2050","PA","North Clarion County School District","400752",NA
"2051","PA","Fannett-Metal School District","228665",NA
"2052","PA","Midland Borough School District","400748",NA
"2053","IN","Washington Community Schools Inc","74689",NA
"2054","SD","Dakota Valley School District No. 61-8","400823",NA
"2055","RI","Foster-Glocester Regional School District","400790",NA
"2056","MO","Lonedell R-14 School District","167899",NA
"2057","SD","Dell Rapids School District No. 49-3","400824",NA
"2058","SD","Garretson School District 49-4","400825",NA
"2059","SD","Sioux Valley School District No. 5-5","400831",NA
"2060","SD","Britton-Hecla School District No. 45-4","400822",NA
"2061","FL","San Jose Primary School","399220",NA
"2062","MS","Forrest County Agricultural High School","398567",NA
"2063","TN","Bells City School Board of Education","106570",NA
"2064","OR","West Linn-Wilsonville School District No. 3jt","42417",NA
"2065","SD","Redfield School District 56-4","400830",NA
"2066","WA","Cusick School District No 59","99188",NA
"2067","VT","Orange Southwest School District","59303",NA
"2068","VT","Southwest Vermont Supervisory Union","46360",NA
"2069","WA","Dieringer School District","401093",NA
"2070","VT","Derby School District","401076",NA
"2071","VT","Windham Northeast Supervisory Union","39387",NA
"2072","VT","Windsor Central Unified Union School District","401078",NA
"2073","WA","Cle Elum-Roslyn School District No 404","88964",NA
"2074","WA","Entiat School District No 127","103207",NA
"2075","WA","Pateros School District No 122-70j","89224",NA
"2076","WA","Rainier School District No 307","89274",NA
"2077","WA","North Central Educational Service District No. 171","48842",NA
"2078","WA","Willapa Valley School District No 160","103211",NA
"2079","WA","Olympic Educational Service District No. 114","39652",NA
"2080","WA","Naselle-Grays River Valley School District No 155","89180",NA
"2081","WA","White Pass School District No 303","89429",NA
"2082","WA","Raymond School District No. 116","89276",NA
"2083","WI","Kickapoo Area School District","401162",NA
"2084","WI","School District of Belleville","401177",NA
"2085","TN","Tennessee School for the Blind - Internal School Fund","107403",NA
"2086","PA","Chartiers-Houston School District","401898",NA
"2087","CA","Alexander Valley Union Elementary School District","145876",NA
"2088","ND","Upper Valley Special Education District","36828",NA
"2089","PA","South Side Area School District","401899",NA
"2090","ID","Wallace School District No. 393","419824",NA
"2091","WI","School District of New Glarus","401914",NA
"2092","IL","Henderson-Knox-Mercer-Warren Regional Office of Education 33","483849",NA
"2093","KS","Southern Lyon County USD No. 252","583286",NA
"2094","KS","Lansing Unified School District No. 469","93938",NA
"2095","AZ","Joseph City Unified School District No. 2","548114",NA
"2096","IL","School District U-46","33019",NA
"2097","PA","Beaver Valley Intermediate Unit","37872",NA
"2098","PA","Pittsburgh-Mount Oliver Intermediate Unit 2","37852",NA
"2099","OH","Mahoning County Educational Service Center","42308",NA
"2100","PA","Leechburg Area School District","553147",NA
"2101","IN","Zionsville Community Schools","64837",NA
"2102","IA","Iowa Education Benefits Program","163018",NA
"2103","ID","Kellogg Joint School District 391","793712",NA
"2104","WI","Hartland-Lakeside Joint School District No. 3","822832",NA
"2105","PA","The School District of the City of Harrisburg","87524",NA
"2106","MA","Tri-County Regional Vocational Technical School District","34214",NA
"2107","IA","Iowa Star School 28e Retention Pool Trust","169574",NA
"2108","CO","Miami‐Yoder School District JT60","919249",NA
"2109","IL","Community Consolidated School District 181","53271",NA
"2110","MN","Independent School District No. 2169","988500",NA
"2111","MA","Franklin County Technical School District","942795",NA
"2112","OH","Wolf Creek Local School District","84793",NA
"2113","KS","Unified School District No. 321","93936",NA
"2114","AL","St. Clair County Board of Education Alabama","1017820",NA
"2115","AL","County Board of Education of Macon County","1017599",NA
"2116","AL","County Board of Education of Wilcox County","1017603",NA
"2117","AL","Etowah County Alabama Board of Education","1017650",NA
"2118","AR","Norfork School District No. 61","98759",NA
"2119","AR","Paragould School District No. 1","1027317",NA
"2120","AR","Pine Bluff School District No. 3","1027316",NA
"2121","AR","Texarkana Arkansas School District No. 7","98798",NA
"2122","AL","Houston County Alabama Board of Education","1017655",NA
"2123","AR","Greene County Technical School District No.1","1027275",NA
"2124","AR","Rose Bud School District No. 35","108525",NA
"2125","AR","South Side School District No. 2","145861",NA
"2126","CA","San Luis Obispo County Office of Education","40360",NA
"2127","AL","Escambia County Board of Education","1035657",NA
"2128","AZ","Concho Elementary School District No. 6","1027336",NA
"2129","CT","Eastern Connecticut Regional Educational Service Center","68203",NA
"2130","AL","Russell County Alabama County Board of Education","1017773",NA
"2131","SD","Sisseton School District No. 54","1033575",NA
"2132","IL","Echo Joint Agreement","32962",NA
"2133","CA","Mount Shasta Union Elementary School District","67602",NA
"2134","IL","Park Ridge-Niles School District No. 64","1033014",NA
"2135","IN","Western Boone County Community School Corporation","65309",NA
"2136","MT","Shepherd Public School District No. 37","1033258",NA
"2137","CO","Huerfano School District No. Re-1","1034698",NA
"2138","CO","Bayfield School District 10-JTR","189021",NA
"2139","CO","Akron School District No. R-1","1034696",NA
"2140","VT","Franklin West Supervisory Union","39373",NA
"2141","CO","Baca County School District Re-4-Springfield","1034701",NA
"2142","CO","Peyton School District No. 23","1034699",NA
"2143","CO","Platte Valley School District Re-7","1034695",NA
"2144","PA","School District of the City of Monessen","1035961",NA
"2145","PA","Western Area Career & Technology Center","38166",NA
"2146","CA","Plumas County Office of Education","56611",NA
"2147","IN","East Porter County School Corporation","109924",NA
"2148","WI","School District of Cambridge","1034891",NA
"2149","IN","Western Wayne Schools","65446",NA
"2150","IL","Arcola Community Unit School District 306","1034921",NA
"2151","CO","Fowler School District R4j","1034909",NA
"2152","IN","Tippecanoe Valley School Corporation","65315",NA
"2153","MO","Gallatin R-V School District","1034978",NA
"2154","MN","Independent School District No. 2902","1034972",NA
"2155","NY","Northeast Webutuck Central School District","1035011",NA
"2156","MO","Knox County R-I School District","190098",NA
"2157","MO","East Buchanan County C-1 School District","1034977",NA
"2158","PA","Millville Area School District","1035045",NA
"2159","OH","Fairfield Local School District","83079",NA
"2160","PA","School District Borough of Brentwood","87494",NA
"2161","CA","San Carlos School District","146592",NA
"2162","CA","Hospitality Industry Training and Education Fund","188694",NA
"2163","VA","The School Board of the City of Newport News","88810",NA
"2164","MS","Bay St. Loius - Waveland School District","1035165",NA
"2165","CA","Ravenswood City School District","146537",NA
"2166","CA","Arcohe Union School District","145901",NA
"2167","CO","Weld County School District RE-5J","48524",NA
"2168","DE","Tarbiyah School","398306",NA
"2169","MS","Carroll County School District","99101",NA
"2170","MT","Anaconda School District No. 10","1207955",NA
"2171","MT","Plains Public Schools","1035432",NA
"2172","MT","Poplar Schools #9 & 9b","35420",NA
"2173","OH","South Central Ohio Job Family Services","159974",NA
"2174","SD","Little Eagle Grant School","103098",NA
"2175","NH","Wakefield New Hampshire School District","1035600",NA
"2176","OR","Wheeler County School District No. 1","87300",NA
"2177","VT","Windham Central Supervisory Union","39386",NA
"2178","PA","Lancaster-Lebanon Intermediate Unit 13","38038",NA
"2179","PA","Eastern Center for Arts and Technology","38103",NA
"2180","WY","Sheridan County School District No. 1","230878",NA
"2181","OH","Northwest Ohio Educational Service Center","41867",NA
"2182","IL","Lincolnwood School District No. 74","1035355",NA
"2183","MT","Ronan School District 30","1035433",NA
"2184","MA","Minuteman Regional Vocational Technical School District","105936",NA
"2185","IL","Dupage County School District No. 45","32990",NA
"2186","MO","Savannah R-III School District","35169",NA
"2187","IL","Plano Community Unit School District No. 88","48453",NA
"2188","NY","Somers Central School Dirstrict","225511",NA
"2189","IL","Lasalle and Dekalb Counties Communit Unit School District No. 1","1035777",NA
"2190","MO","Ballard R-11 School District of Bates County","1035836",NA
"2191","MT","Laurel Public School District No. 7 and 7-70","1035847",NA
"2192","ND","Northwood Public School District No. 129","1035851",NA
"2193","NJ","Weehawken Board of Education","35802",NA
"2194","NJ","City of Orange Township Public Schools","108027",NA
"2195","KS","Unified School District Number 240","1035808",NA
"2196","SD","Platte-Geddes School District No. 11-5","229030",NA
"2197","WA","Kittitas School District No 403","99197",NA
"2198","WA","Ritzville School District No 160","1036027",NA
"2199","KS","Unified School District No. 393","1036335",NA
"2200","KS","Unified School District No. 436","399507",NA
"2201","MO","De Soto School District No. 73","35244",NA
"2202","MT","Florence-Carlton K-12 School District No. 15-6","400214",NA
"2203","MA","Concord-Carlisle Regional School District","1036549",NA
"2204","CA","Jamul-Dulzura Union School District","67405",NA
"2205","IN","Clinton Central School Corporation","65435",NA
"2206","IN","School City of Hammond","74670",NA
"2207","IN","Cloverdale Community School Corporation","107658",NA
"2208","IL","Nokomis Community Unit School District 22","189380",NA
"2209","IA","South O'brien Community School District","163215",NA
"2210","ME","Boothbay Boothbay Harbor Community School District","1036655",NA
"2211","IN","Oak Hill United School Corporation","109879",NA
"2212","IN","North Harrison Community School Corporation","109908",NA
"2213","KS","Rose Hill Unified School District No. 394","1036646",NA
"2214","MO","Morgan County R-I School District","35273",NA
"2215","IL","Cook County School District No. 104","93840",NA
"2216","IL","Tri-Point Community Unit School District No. 6J","1036632",NA
"2217","KS","Unified School District No. 203","1036648",NA
"2218","IL","St. Elmo Community Unit School District 202","1036630",NA
"2219","IL","North Clay Community Unit School District 25","189381",NA
"2220","IL","Southwest Cook County Cooperative Association for Special Education","32964",NA
"2221","IL","Country Club Hills School District No. 160","45240",NA
"2222","KS","Rock Creek, Unified School District No. 323","1035807",NA
"2223","IL","Okaw Valley Community Unit School District 302","1036626",NA
"2224","IN","Springs Valley Community School Corporation","109874",NA
"2225","ND","Fort Totten Public School District No. 30","1036689",NA
"2226","IL","Marshall Community Unit School District C-2","1036621",NA
"2227","IL","Clinton Community Unit School District 15","189341",NA
"2228","NY","Lyncourt Union Free School District","1036717",NA
"2229","OK","Westville Public School, I-11","1036727",NA
"2230","OK","Zion School District No. C028","65021",NA
"2231","PA","Fairfield Area School District","1036733",NA
"2232","PA","Greater Johnstown Area Vocational Technical School","37923",NA
"2233","SD","Crazy Horse School","153631",NA
"2234","PA","The School District of the City of Scranton","38022",NA
"2235","AR","Altus-Denning School District No. 31","228112",NA
"2236","AR","Boston Mountain Educational Cooperative","44870",NA
"2237","AR","Chicot County Governor\'s Collaborative - Dermott Special School District","1036892",NA
"2238","AR","Clark County Board of Education","1036893",NA
"2239","AR","Clay County Board of Education","1036894",NA
"2240","AR","Conway County Board of Education","1036898",NA
"2241","AR","Cord-Charlotte School District","228237",NA
"2242","AR","Crawford County Board of Education","1036903",NA
"2243","AR","Crittenden County Board of Education","1036904",NA
"2244","AR","Cotton Plant School District","1036900",NA
"2245","AR","Franklin County Board of Education","1036919",NA
"2246","AR","Elaine School District No. 30","228285",NA
"2247","AR","Craighead County Board of Education","1036901",NA
"2248","AR","Crawfordsville School District No. 2","228241",NA
"2249","AR","Emerson School District No. 66","228288",NA
"2250","AR","Cross County Board of Education","1036905",NA
"2251","AR","Cushman School District No. 81","228245",NA
"2252","AR","Emerson-Taylor School District","1036914",NA
"2253","AR","Deer School District No. 21","228249",NA
"2254","AR","Desha County Board of Education","1036907",NA
"2255","AR","Emmet School District","228289",NA
"2256","AR","Delaplaine School District","228250",NA
"2257","AR","Eudora School District","1036915",NA
"2258","AR","Delight School District No. 44","165532",NA
"2259","AR","Delta Special School District","228252",NA
"2260","AR","Evening Shade School District No. 24","228296",NA
"2261","AR","Devalls Bluff School District","228265",NA
"2262","AR","Drew County Board of Education","1036909",NA
"2263","AR","Dardanelle School District No. 15","149821",NA
"2264","AR","Wilbur D. Mills Education Service Cooperative","188471",NA
"2265","AR","Holly Grove School District No. 7","228451",NA
"2266","AR","Fourche Valley School District No. 13","1036918",NA
"2267","AR","Howard County Board of Education","1036929",NA
"2268","AR","Jackson County Board of Education","1036932",NA
"2269","AR","Gillett School District No. 66","1036923",NA
"2270","AR","Johnson County Board of Education","1036934",NA
"2271","AR","Gould School District","228343",NA
"2272","AR","Hot Spring County Board of Education","1036928",NA
"2273","AR","Grady School District","228344",NA
"2274","AR","Hughes School District No. 27","102315",NA
"2275","AR","Humphrey School District No. 7","228464",NA
"2276","AR","Huttig School District No. 60","228467",NA
"2277","AR","Kingsland School District No. 5","228892",NA
"2278","AR","Kingston School District No. 25","228893",NA
"2279","AR","Lake View School District No. 25","228912",NA
"2280","AR","Lawrence County Board of Education","1036936",NA
"2281","AR","Greene County Board of Education","1036925",NA
"2282","AR","Hempstead County Board of Education","1036926",NA
"2283","AR","Hartford School District No. 94","102314",NA
"2284","AR","Leslie School District No. 23","228969",NA
"2285","AR","Little River County Board of Education","1036939",NA
"2286","AR","Lewisville School District No. 1","228978",NA
"2287","AR","Hatfield School District No. 22","228415",NA
"2288","AR","Lockesburg School District","229109",NA
"2289","AR","Logan County Board of Education","1036941",NA
"2290","AR","Norphlet School District No. 50","145858",NA
"2291","AR","Lynn School District No. 76","229129",NA
"2292","AR","Marshall School District No. 17","229198",NA
"2293","AR","Ouachita County Board of Education","1036954",NA
"2294","AR","Oark School District No. 7","229520",NA
"2295","AR","Mcneil School District","229260",NA
"2296","AR","Oden School District No. 43","229523",NA
"2297","AR","Mcrae School District","1036945",NA
"2298","AR","Ola School District No. 10","1036952",NA
"2299","AR","Mississippi County Board of Education","1036947",NA
"2300","AR","Osceola Communication Arts and Business School","1036953",NA
"2301","AR","Mount Holly School District","229311",NA
"2302","AR","Mount Judea School District","229320",NA
"2303","AR","Mount Pleasant School District","229324",NA
"2304","AR","Parkin School District No. 14","229600",NA
"2305","AR","Murfreesboro School District","165533",NA
"2306","AR","Paron School District No. 2","229603",NA
"2307","AR","Nevada County Board of Education","1036950",NA
"2308","AR","Newark School District","229431",NA
"2309","AR","Perry Casa School District No. 2","229611",NA
"2310","AR","Poinsett County Board of Education","1036960",NA
"2311","AR","Phillips County Board of Education","1036957",NA
"2312","AR","Plainview-Rover School District No. 7","1036959",NA
"2313","AR","Pleasant View School District No. 4","229624",NA
"2314","AR","Pulaski County Board of Education","1036962",NA
"2315","AR","Randolph County Board of Education","229652",NA
"2316","AR","Riverside Vocational Technical School","1036965",NA
"2317","AR","Northeast Arkansas Educational Cooperative","101681",NA
"2318","AR","Northcentral Arkansas Educational Service Cooperative","101680",NA
"2319","AR","Quest Middle School of West Little Rock","102316",NA
"2320","AR","Randolph County School District No. 1","229653",NA
"2321","AR","Stone County Board of Education","1036975",NA
"2322","AR","Prairie County Board of Education","229625",NA
"2323","AR","Rison School District","229666",NA
"2324","AR","River Valley School District No. 22","1036964",NA
"2325","AR","Saline County Board of Education","1036966",NA
"2326","AR","South Mississippi County School District No. 57","145860",NA
"2327","AR","Rural Special School District","229692",NA
"2328","AR","Saratoga School District No. 11","229726",NA
"2329","AR","Scotland School District No. 4","229728",NA
"2330","AR","Sparkman School District No. 4","229819",NA
"2331","AR","St. Francis County Board of Education","229825",NA
"2332","AR","Polk County Board of Education","1036961",NA
"2333","AR","St. Joe School District No. 69","229827",NA
"2334","AR","St. Paul School District No. 48","229828",NA
"2335","AR","Twin Rivers School District","1036976",NA
"2336","AR","Stamps Special School District","1036974",NA
"2337","AR","Umpire School District No. 8","229876",NA
"2338","AR","Union County Board of Education","1036977",NA
"2339","AR","Stephens School District No. 13","145863",NA
"2340","AR","Union School District No. 2","229878",NA
"2341","AR","Stone County School District No. 1","229840",NA
"2342","AR","Sulphur Rock School District No. 6","229854",NA
"2343","AR","Van Buren County Board of Education","1036980",NA
"2344","AR","Swifton School District No. 33","229857",NA
"2345","AR","Washington County Board of Education","1036981",NA
"2346","AR","Taylor School District No. 71","229858",NA
"2347","AR","Turrell School District No. 10","165534",NA
"2348","AR","Van Cove School District No. 1","165535",NA
"2349","AR","Waldo School District No. 50","229934",NA
"2350","AR","Walker School District No. 33","229939",NA
"2351","AR","Walnut Ridge School District No. 19","229941",NA
"2352","AR","Weiner School District No. 2","165536",NA
"2353","AR","Woodruff County Board of Education","1036986",NA
"2354","AR","Southwest Arkansas Educational Cooperative","188490",NA
"2355","AR","Western Grove School District No. 12","229990",NA
"2356","AR","White County Board of Education","1036983",NA
"2357","AR","Wickes School District No. 79","165537",NA
"2358","AR","Wilburn School District No. 44","230012",NA
"2359","AR","Williford School District No. 39","230014",NA
"2360","AR","Winslow School District No. 20","1036985",NA
"2361","AR","Witts Springs School District No. 1","230020",NA
"2362","IA","Martensdale-St. Marys Community School District","163082",NA
"2363","IN","Hammond City Schools","109930",NA
"2364","OH","Groveport Community School","54216",NA
"2365","ME","The Forks Plantation","401623",NA
"2366","OH","Madison Champaign Educational Service Center","83625",NA
"2367","OH","Hopewell-Loudon Local School District","83354",NA
"2368","OH","Lucas Local School District","83609",NA
"2369","OH","Stark County Area Vocational School District","84428",NA
"2370","OH","Lowellville Local School District","83603",NA
"2371","OR","Jane Goodall Environmental Middle School","85942",NA
"2372","CO","Sheridan School District No. 2","43706",NA
"2373","IN","Northeastern Wayne School Corporation","65858",NA
"2374","IL","Sandridge School District No. 172","1042342",NA
"2375","AZ","Parker Performing Arts School","1053255",NA
"2376","WV","Southern Educational Services Cooperative","66409",NA
"2377","CA","Amethod Public Schools","171010",NA
"2378","CA","Rio Dell School District","146558",NA
"2379","CA","Merced River School District","1055593",NA
"2380","IA","Adair-Casey Community School District","162805",NA
"2381","AR","Biggers-Reyno School District","228196",NA
"2382","AR","Black Rock School District","228197",NA
"2383","AR","Acorn School District","228102",NA
"2384","AR","Boone County Board of Education","1036886",NA
"2385","AR","Alread School District","228110",NA
"2386","AR","Arkansas City School District","228125",NA
"2387","AR","Arkansas Public School Districts","1036881",NA
"2388","AR","Ashley County Board of Education","1036882",NA
"2389","AR","Benton County Board of Education","1036884",NA
"2390","AR","Bradley County Board of Education","1036887",NA
"2391","AR","Bradley School District","165531",NA
"2392","AR","Bright Star School District","228211",NA
"2393","AR","Bruno-Pyatt School District No. 1","1036888",NA
"2394","AR","Carroll County Board of Education","1036890",NA
"2395","AR","Carthage School District","228224",NA
"2396","MI","Bay-Arenac Community High School","161443",NA
"2397","MI","Branch Line School","161644",NA
"2398","MI","Coon School, Berlin Township School District #3","161539",NA
"2399","MI","Burt Township School District No. 2","161625",NA
"2400","MI","Chatfield School","161564",NA
"2401","MI","Big Burning School","161547",NA
"2402","MI","Francis Street Primary School","161568",NA
"2403","MI","Honey Creek Community School","161653",NA
"2404","MI","Riverside School - Hagar Township #6","161447",NA
"2405","MI","Harbor Springs Public Schools","161481",NA
"2406","MI","School District of the City of Highland Park","161720",NA
"2407","MI","Detroit Public Schools","161679",NA
"2408","MI","North LeValley School, Ionia Township School District #2F","161588",NA
"2409","MI","Kensington Woods Schools","161597",NA
"2410","MI","Kingsbury Country Day School","161737",NA
"2411","MI","Lakeshore Public School","161454",NA
"2412","MI","Mendon Community Schools","161764",NA
"2413","MI","Mar Lee School","161462",NA
"2414","MI","Excelsior District No. 1","161693",NA
"2415","MI","Flex High School of Michigan","161513",NA
"2416","MI","School District of the City of Muskegon Heights","161783",NA
"2417","MI","Newaygo County Regional Educational Service Agency","161795",NA
"2418","MI","NexTech High School","161797",NA
"2419","MI","North Dickinson County School District","161509",NA
"2420","MI","Northport Public School","161805",NA
"2421","MI","Flextech High School","161584",NA
"2422","MI","Flextech High School Shepherd","161531",NA
"2423","MI","Haynor School, Easton Township School District #6","161559",NA
"2424","MI","Oakland FlexTech High School","169609",NA
"2425","MI","Old Mission Peninsula School","161809",NA
"2426","MI","River School - Sodus Township #5","161465",NA
"2427","MI","Owendale-Gagetown Area Schools","161814",NA
"2428","MI","Peck Community Schools","161818",NA
"2429","MI","Adams Schools","161847",NA
"2430","MI","Eccles School","161848",NA
"2431","MI","Prepnet Virtual School","1091497",NA
"2432","MI","Whiteford Agricultural School District in the Counties of Monroe and Lenawee","1091515",NA
"2433","MI","Windover High School","161918",NA
"2434","MI","Woodland School","161920",NA
"2435","MI","The James and Grace Lee Boggs School","161866",NA
"2436","MI","Verona Mills School","161884",NA
"2437","MI","The Greenspire School","161865",NA
"2438","ND","Larimore Public School District","108450",NA
"2439","ND","Napoleon Public School District No. 2","1109565",NA
"2440","ND","Lake Region Special Education District","224972",NA
"2441","ND","Underwood Public School District No.8","108500",NA
"2442","ND","Midway Public School District No. 128","1109564",NA
"2443","ND","Burleigh County Multi-District Special Education Unit","108548",NA
"2444","ND","South Valley Multi-District Special Education Unit","108563",NA
"2445","ND","LaMoure Public School District No.8","108448",NA
"2446","ND","Hatton Eielson Public School District No. 7","108432",NA
"2447","ND","Hillsboro Public School District No. 9","818575",NA
"2448","ND","James River Special Education Cooperative","108552",NA
"2449","ND","Elgin-New Leipzig Public School District No. 49","108421",NA
"2450","ND","Washburn Public School District No. 4","108505",NA
"2451","ND","West Fargo Public Schools","36811",NA
"2452","ND","Westhope Public School District No. 17","108506",NA
"2453","ND","Surrey Public School District","108494",NA
"2454","ND","Wilton Public School District No. 1","1109584",NA
"2455","ND","Flasher Public School District No. 39","1109560",NA
"2456","CA","Solana Beach School District","146658",NA
"2457","IN","M.S.D. Warren Township School Corporation","109893",NA
"2458","IN","Sunman-Dearborn Community School Corporation","109881",NA
"2459","ND","Northern Plains Special Education Unit","108557",NA
"2460","NY","Alexandria Central School District","225327",NA
"2461","WI","School District of Bruce","230731",NA
"2462","IN","Mill Creek Community School Corporation","109885",NA
"2463","WI","Hurley School District","230658",NA
"2464","OH","Pettisville Local School District","84098",NA
"2465","SC","Anderson County School District No. 3","1036744",NA
"2466","SD","Pahin Sinte Owayawa Porcupine School","43360",NA
"2467","MA","Martha's Vineyard Regional High School District","61623",NA
"2468","SD","Groton Area School District 06-6","1208859",NA
"2469","MA","Mohawk Trail Regional School District","34204",NA
"2470","IL","Harrisburg Community Unit School District 3","33129",NA
"2471","MA","Pioneer Valley Regional School District","99071",NA
"2472","IN","Metropolitan School District of Martinsville","170618",NA
"2473","IN","Valparaiso Community Schools","64860",NA
"2474","MT","Lodge Grass School District No. 27 & 2","1035597",NA
"2475","UT","Medical School Campus PID","197631",NA
"2476","MO","Halfway R-III School District","1207909",NA
"2477","IN","Northwestern Consolidated School District of Shelby County","1206881",NA
"2478","MO","Adair County R-I School District","1207920",NA
"2479","IL","Anna Community Consolidated School District No. 37","1237906",NA
"2480","MO","Santa Fe R-X School District","1207910",NA
"2481","MT","Pryor School District No. 2 & 3","1036683",NA
"2482","IN","Lewis Cass Schools","64838",NA
"2483","AR","Rogers School District No. 30","44948",NA
"2484","OK","Colcord Public Schools","84865",NA
"2485","OK","Five Star Interlocal Cooperative","48680",NA
"2486","OR","Sage Community School","86818",NA
"2487","TN","Manchester City Schools","107142",NA
"2488","TN","Tennessee School Boards Unemployment Compensation Trust","107402",NA
"2489","MI","Mason County Eastern School District","161656",NA
"2490","MI","Honey Creek Community School","161653",NA
"2491","MI","Black River Public School","161627",NA
"2492","AR","Greene County Technical School District No.1","1027275",NA
"2493","AR","Fort Smith School District 100","1027267",NA
"2494","AR","Marmaduke School District No. S-2","1027289",NA
"2495","AR","Dequeen-Mena Educational Service Cooperative","30778",NA
"2496","AR","Pine Bluff School District No. 3","1027316",NA
"2497","AR","Great Rivers Educational Service Cooperative","98693",NA
"2498","AR","Paragould School District No. 1","1027317",NA
"2499","AR","Jacksonville/North Pulaski School District","58500",NA
"2500","AR","Guy Fenter Education Service Cooperative","30709",NA
"2501","AR","Searcy Special School District","108526",NA
"2502","AR","Cave City School District No. 2a","1027234",NA
"2503","AR","Arkadelphia School District No. 1","1027205",NA
"2504","AR","Dawson Educational Cooperative","56143",NA
"2505","AK","Lake and Peninsula School District","31588",NA
"2506","AR","Wilbur D. Mills Education Service Cooperative","188471",NA
"2507","CA","Calaveras County Office of Education","31671",NA
"2508","AK","City and Borough of Juneau School District","40426",NA
"2509","CA","Central School District","146006",NA
"2510","CA","Colusa County Office of Education","91419",NA
"2511","CA","Contra Costa County Office of Education","40311",NA
"2512","CA","San Diego County Office of Education","31711",NA
"2513","CA","Rim of the World Unified School District","146555",NA
